Iteration,Cheesecake,Profiterole,Mucake
1,0,25,20
2,0,29,18
3,0,28,20
4,0,25,23
5,0,26,22
6,0,29,19
7,0,30,18
8,0,32,16
9,0,33,15
10,0,34,14
11,0,33,15
12,0,34,14
13,0,36,12
14,0,37,11
15,0,35,13
16,0,35,13
17,0,34,14
18,1,31,16
19,1,30,17
20,1,30,17
21,1,30,17
22,1,29,18
23,1,30,17
24,1,31,16
25,1,30,17
26,1,32,15
27,1,32,15
28,1,30,17
29,1,31,16
30,1,31,16
31,1,31,16
32,1,32,15
33,1,32,15
34,1,32,15
35,1,34,14
36,1,33,15
37,1,33,15
38,1,33,15
39,1,33,15
40,1,31,17
41,1,31,17
42,1,31,17
43,1,31,17
44,1,30,18
45,1,30,18
46,1,29,19
47,1,29,19
48,1,29,19
49,1,29,19
50,1,29,19
51,1,29,19
52,1,28,20
53,1,27,21
54,1,27,21
55,1,27,21
56,1,27,21
57,1,27,21
58,1,27,21
59,1,27,21
60,1,26,22
61,1,26,22
62,1,26,22
63,1,26,22
64,1,26,22
65,1,26,22
66,1,27,21
67,1,27,21
68,1,27,21
69,1,27,21
70,1,27,21
71,1,27,21
72,1,27,21
73,1,27,21
74,1,27,21
75,1,27,21
76,1,27,21
77,1,27,21
78,1,27,21
79,1,27,21
80,1,26,22
81,1,26,22
82,1,27,21
83,1,25,23
84,1,25,23
85,1,24,24
86,1,24,24
87,1,24,24
88,1,23,25
89,1,22,26
90,1,22,26
91,1,22,26
92,1,22,26
93,1,22,26
94,1,22,26
95,1,22,26
96,1,22,26
97,1,22,26
98,1,22,26
99,1,22,26
100,1,22,26
