Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.0,0,0.0%,0,0.0%,43,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2,0.4586503133204009,6,12.0%,6,12.0%,38,0.0,0,0.0,0.8711171754244821,4,0.0,0.5180290363128119,2,0.0
3,0.38790927565833044,8,16.0%,7,14.000000000000002%,33,0.0,0,0.0,0.38080608680061073,3,0.0,1.1085471995088958,4,0.0
4,0.32602512436235614,6,12.0%,5,10.0%,28,0.0,0,0.0,0.47423397440023385,2,0.0,0.9661980576514532,3,0.0
5,0.13254264325856538,5,10.0%,3,6.0%,24,NaN,0,0.0,0.0,0,0.0,0.736348018103141,3,0.0
6,0.07903329920759733,2,4.0%,2,4.0%,21,NaN,0,0.0,0.0,0,0.0,0.4939581200474833,2,0.0
7,0.02775043252724623,1,2.0%,1,2.0%,19,NaN,0,0.0,0.0,0,0.0,0.19821737519461594,1,0.0
8,0.0,0,0.0%,0,0.0%,17,NaN,0,0.0,0.0,0,0.0,0.0,0,0.0
9,0.0,0,0.0%,0,0.0%,15,NaN,0,0.0,0.0,0,0.0,0.0,0,0.0
10,0.0,0,0.0%,0,0.0%,13,NaN,0,0.0,0.0,0,0.0,0.0,0,0.0
