Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.3528058450873045,13,13.0%,12,12.0%,19,NaN,0,0.0,1.4780143269150128,6,0.0,3.4167402065967196,6,100.0
2,0.32792141377207945,28,28.000000000000004%,14,14.000000000000002%,18,NaN,0,0.0,2.3247900089700178,9,100.0,1.9781718827462982,5,0.0
3,0.2656692783299035,27,27.0%,13,13.0%,17,NaN,0,0.0,2.2475486098685256,10,100.0,1.2677980688347235,3,0.0
4,0.17521402187955182,12,12.0%,10,10.0%,16,NaN,0,0.0,1.6627085343545036,9,100.0,0.6392563446911625,1,0.0
5,0.23385583188383752,21,21.0%,10,10.0%,14,NaN,0,0.0,2.5764808593091337,9,100.0,0.9245787713035605,1,0.0
6,0.2909664627966888,18,18.0%,10,10.0%,13,NaN,0,0.0,3.19023319513035,9,100.0,1.7873903593130387,1,0.0
7,0.2864808637509306,22,22.0%,10,10.0%,12,NaN,0,0.0,3.0595138916471276,9,100.0,4.17197524191604,1,100.0
8,0.2578984545695685,20,20.0%,10,10.0%,12,NaN,0,0.0,3.0262165188732935,9,100.0,1.580113305970503,1,100.0
9,0.11831098241736025,8,8.0%,6,6.0%,11,NaN,0,0.0,1.4788872802170032,6,0.0,NaN,0,0.0
10,0.2465634965372253,12,12.0%,8,8.0%,10,NaN,0,0.0,3.5223356648175046,8,100.0,NaN,0,0.0
