Iteration,Cheesecake,Profiterole,Mudcake
1,0,6,6
2,0,9,5
3,0,10,3
4,0,9,1
5,0,9,1
6,0,9,1
7,0,9,1
8,0,9,1
9,0,6,0
10,0,8,0
