Iteration,Cheesecake,Profiterole,Mucake
1,0,26,20
2,0,26,22
3,0,25,23
4,0,23,25
5,0,29,20
6,0,29,21
7,0,31,19
8,0,31,19
9,0,31,19
10,0,32,18
11,0,34,16
12,0,33,17
13,0,32,18
14,0,32,18
15,0,29,21
16,0,29,21
17,0,29,21
18,0,29,21
19,0,28,22
20,0,28,22
21,0,27,23
22,0,27,23
23,0,27,23
24,0,26,24
25,0,25,25
26,0,25,25
27,0,26,24
28,0,27,23
29,0,27,23
30,0,27,23
31,0,27,23
32,0,27,23
33,0,26,24
34,0,26,24
35,0,26,24
36,0,26,24
37,0,24,26
38,0,23,27
39,0,25,25
40,0,26,24
41,0,26,24
42,0,26,24
43,0,26,24
44,0,26,24
45,0,26,24
46,0,25,25
47,0,25,25
48,0,25,25
49,0,26,24
50,0,26,24
51,0,27,23
52,0,27,23
53,0,28,22
54,1,25,24
55,1,24,25
56,1,24,25
57,1,23,26
58,1,23,26
59,1,23,26
60,1,24,25
61,1,24,25
62,1,24,25
63,1,24,25
64,1,24,25
65,1,24,25
66,1,25,24
67,1,25,24
68,1,25,24
69,1,25,24
70,1,25,24
71,1,25,24
72,1,24,25
73,1,24,25
74,1,24,25
75,1,24,25
76,1,24,25
77,1,24,25
78,1,24,25
79,1,24,25
80,1,24,25
81,1,24,25
82,1,24,25
83,1,25,24
84,1,25,24
85,1,25,24
86,1,26,23
87,1,27,22
88,1,28,21
89,1,30,19
90,1,31,18
91,1,31,18
92,1,31,18
93,1,31,18
94,1,31,18
95,1,31,18
96,1,30,19
97,1,30,19
98,1,30,19
99,1,30,19
100,1,30,19
