Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,0.0,[D@5ae81e1,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
2,0.0,[D@2fd1731c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
3,0.0,[D@5ae76500,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
4,0.0,[D@6063d80a,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
5,0.0,[D@1133ec6e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
6,0.0,[D@355e34c7,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
7,0.0,[D@54709809,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
8,0.0,[D@2a2da905,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
9,0.0,[D@24f360b2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
10,0.0,[D@60cf80e7,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
11,0.0,[D@302fec27,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
12,0.0,[D@770d0ea6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
13,0.0,[D@48c40605,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
14,0.0,[D@54107f42,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
15,0.0,[D@1b11ef33,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
16,0.0,[D@476aac9,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
17,0.0,[D@6cea706c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
18,0.0,[D@3bd7f8dc,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
19,0.0,[D@2f2bf0e2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
20,0.0,[D@1eba372c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
21,0.0,[D@21ec5d87,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
22,0.0,[D@25f9407e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
23,0.0,[D@552518c3,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
24,0.0,[D@1a69561c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
25,0.0,[D@59aa20b3,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
26,0.0,[D@363f6148,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
27,0.0,[D@4b21844c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
28,0.0,[D@1b28f282,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
29,0.0,[D@138fe6ec,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
30,0.0,[D@5e77f0f4,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
31,0.0,[D@19b30c92,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
32,0.0,[D@455351c4,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
33,0.0,[D@29876704,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
34,0.0,[D@4816c290,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
35,0.0,[D@4940809c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
36,0.0,[D@16423501,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
37,0.0,[D@4efcf8a,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
38,0.0,[D@7a138fc5,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
39,0.0,[D@379ab47b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
40,0.0,[D@307765b4,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
41,0.0,[D@4a9e6faf,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
42,0.0,[D@2c95ac9e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
43,0.0,[D@4e4efc1b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
44,0.0,[D@459f7aa3,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
45,0.0,[D@7cc586a8,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
46,0.0,[D@7db534f2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
47,0.0,[D@44a2b17b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
48,0.0,[D@7a56812e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
49,0.0,[D@2a76b80a,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
50,0.0,[D@7eb01b12,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
51,0.0,[D@2f4854d6,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
52,0.0,[D@61d9efe0,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
53,0.0,[D@7e70bd39,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
54,0.0,[D@e6516e,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
55,0.0,[D@6de54b40,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
56,0.0,[D@43ed0ff3,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
57,0.0,[D@388ffbc2,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
58,0.0,[D@a50b09c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
59,0.0,[D@4da855dd,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
60,0.0,[D@6691490c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
61,0.0,[D@2187fff7,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
62,0.0,[D@2e5c7f0b,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
63,0.0,[D@21d5c1a0,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
64,0.0,[D@4de025bf,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
65,0.0,[D@538613b3,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
66,0.0,[D@1eef9aef,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
67,0.0,[D@11389053,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
68,0.0,[D@5db99216,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
69,0.0,[D@3ec11999,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
70,0.0,[D@5c1bd44c,0.0%,0.0%,0%,0,0,[I@4cb2c100,0
