Iteration,Cheesecake,Profiterole,Mudcake
1,0,25,16
2,0,25,17
3,0,25,17
4,0,25,16
5,0,25,15
6,0,25,15
7,0,25,16
8,0,25,16
9,0,25,17
10,0,25,17
