Iteration,Vehicle_ID,X,Y,Utility,Capacity,Neighbours
5,0,694,517,0.0,1,0,1
5,1,468,341,3.7193751525134306,0,0,2
5,2,557,522,4.6979238506601355,0,0,2
5,3,480,534,2.767288643823389,0,0,2
5,4,550,466,2.319981343348521,0,0,2
5,5,622,384,1.7238551619319396,0,0,2
5,6,574,355,4.1,0,0,2
5,7,556,457,3.1248333407400826,0,0,2
5,8,554,530,4.48521849295065,0,0,2
5,9,479,483,3.4948006776509626,0,0,2
5,10,326,411,1.792099596309137,0,0,2
5,11,592,554,2.558176910585044,0,0,2
5,12,612,699,1.1331537398029383,0,0,2
5,13,312,515,3.1613523991803105,0,0,2
5,14,349,700,1.5205963154586386,0,0,2
5,15,621,545,0.3296145769326486,0,0,2
5,16,381,455,3.79791847198287,0,0,2
5,17,558,605,3.3742309512110893,0,0,2
5,18,483,823,0.42329266830399137,0,0,2
5,19,563,510,1.9014116117173616,0,0,2
5,20,671,541,3.684705356203409,0,0,2
5,21,852,611,2.296067678361753,0,0,2
5,22,548,594,3.383483683967279,0,0,2
5,23,674,447,1.3993056225222333,0,0,2
5,24,525,452,2.832484140773129,0,0,2
5,25,551,423,4.394814078154489,0,0,2
5,26,590,479,1.4576667293999561,0,0,3
5,27,478,450,1.346919108478434,0,0,3
5,28,450,457,2.1020481370457516,0,0,3
5,29,549,298,1.8621265162534038,0,0,3
5,30,498,405,0.04085440826748865,0,0,3
5,31,410,457,3.476024934587183,0,0,3
5,32,422,614,3.7973986529194304,0,0,3
5,33,181,403,0.0,1,0,3
5,34,528,612,3.249821437681286,0,0,3
5,35,416,577,3.854901750940121,0,0,3
5,36,560,447,4.389672219213315,0,0,3
5,37,355,552,3.104940634175277,0,0,3
5,38,775,822,0.0,1,0,3
5,39,378,581,2.1263046438427056,0,0,3
5,40,467,609,3.615938946433359,0,0,3
5,41,447,415,4.107671585121262,0,0,3
5,42,479,452,4.026282895292478,0,0,3

