Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.439666697793018,[D@56681eaf,88.0%,88.0%,29.13907284768212%,44,44,44,151
2,3.8549189593304174,[D@72d0f2b4,92.0%,92.0%,25.69832402234637%,46,46,46,179
3,4.011420862019154,[D@6d2dc9d2,92.0%,92.0%,27.54491017964072%,46,46,46,167
4,4.06387375324404,[D@1da4b6b3,92.0%,92.0%,27.54491017964072%,46,46,46,167
5,4.124424454235309,[D@b2f4ece,92.0%,92.0%,27.54491017964072%,46,46,46,167
6,4.163295113887344,[D@7e1f584d,92.0%,92.0%,27.54491017964072%,46,46,46,167
7,4.1722323399831245,[D@7dff6d05,92.0%,92.0%,27.54491017964072%,46,46,46,167
8,4.197666800498634,[D@45d64d27,92.0%,92.0%,27.54491017964072%,46,46,46,167
9,4.199828212311196,[D@34fe326d,92.0%,92.0%,27.54491017964072%,46,46,46,167
10,4.20533592323647,[D@30a7c98f,92.0%,92.0%,27.54491017964072%,46,46,46,167
11,4.226161016268404,[D@36361ddb,92.0%,92.0%,27.54491017964072%,46,46,46,167
12,4.248346384821449,[D@41fed14f,92.0%,92.0%,27.54491017964072%,46,46,46,167
13,4.260041407923415,[D@4d6ee47,92.0%,92.0%,25.98870056497175%,46,46,46,177
14,4.2688758789926355,[D@a33b4e3,92.0%,92.0%,25.98870056497175%,46,46,46,177
15,4.302607539819719,[D@c6da8bb,92.0%,92.0%,25.98870056497175%,46,46,46,177
16,4.328427954187937,[D@3bae64d0,92.0%,92.0%,25.98870056497175%,46,46,46,177
17,4.33324381440824,[D@8b91134,92.0%,92.0%,25.98870056497175%,46,46,46,177
18,4.343285408987032,[D@1fba386c,92.0%,92.0%,25.98870056497175%,46,46,46,177
19,4.3442116186697,[D@7e736350,92.0%,92.0%,25.98870056497175%,46,46,46,177
20,4.3564320411984045,[D@36b310aa,92.0%,92.0%,25.98870056497175%,46,46,46,177
21,4.357195973220905,[D@76c387f9,92.0%,92.0%,25.98870056497175%,46,46,46,177
22,4.360723749401458,[D@3874b815,92.0%,92.0%,25.98870056497175%,46,46,46,177
23,4.368292152101823,[D@5d7835a8,92.0%,92.0%,25.98870056497175%,46,46,46,177
24,4.3704637249770775,[D@736048ed,92.0%,92.0%,25.98870056497175%,46,46,46,177
25,4.3757827166977705,[D@1976f537,92.0%,92.0%,25.98870056497175%,46,46,46,177
