Iteration,Cheesecake,Profiterole,Mudcake
1,0,19,13
2,0,19,10
3,0,18,11
4,0,19,11
5,0,19,11
6,0,19,11
7,0,19,10
8,0,20,11
9,0,20,11
10,0,17,11
