Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.9170260410061714,69,69.0%,32,32.0%,33,NaN,0,0.0,3.235675119244587,19,100.0,2.7883709961845504,13,100.0
2,0.7737382038566594,60,60.0%,29,28.999999999999996%,33,NaN,0,0.0,2.9813096278030766,19,100.0,1.9758539237675459,10,0.0
3,0.7317624779050576,59,59.0%,29,28.999999999999996%,31,NaN,0,0.0,2.6471499378749765,18,100.0,2.552754890875617,11,100.0
4,0.891964703573454,70,70.0%,30,30.0%,31,NaN,0,0.0,3.092300257357411,19,100.0,3.3535065724911997,11,100.0
5,0.8982946655860846,63,63.0%,30,30.0%,31,NaN,0,0.0,3.473044489204933,19,100.0,2.731466575291966,11,100.0
6,0.8975408506657416,60,60.0%,30,30.0%,31,NaN,0,0.0,3.368769788343812,19,100.0,2.9116228876385546,11,100.0
7,0.9233840255723419,62,62.0%,29,28.999999999999996%,31,NaN,0,0.0,3.7033692396189335,19,100.0,2.5677756244093386,10,100.0
8,0.9179287868724448,64,64.0%,31,31.0%,32,NaN,0,0.0,3.2021093385228583,20,100.0,3.0952801255310196,11,100.0
9,0.8695201441849214,75,75.0%,31,31.0%,32,NaN,0,0.0,2.9992457857333727,20,100.0,2.996634448955805,11,100.0
10,0.7392765209793424,62,62.0%,28,28.000000000000004%,32,NaN,0,0.0,2.0229416102160314,17,0.0,3.549176150382965,11,100.0
