Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.6392226990891263,[D@6014a9ba,92.0%,92.0%,31.292517006802722%,46,46,46,147
2,4.008659865257518,[D@acdcf71,92.0%,92.0%,25.98870056497175%,46,46,46,177
3,4.068680005592649,[D@77d680e6,92.0%,92.0%,28.22085889570552%,46,46,46,163
4,4.100245632691799,[D@4a14c44f,92.0%,92.0%,28.22085889570552%,46,46,46,163
5,4.1863576055687926,[D@f08fdce,92.0%,92.0%,28.22085889570552%,46,46,46,163
6,4.254435177494103,[D@6bda1d19,94.0%,94.0%,28.834355828220858%,47,47,47,163
7,4.395903914639784,[D@28c86134,96.0%,96.0%,29.268292682926827%,48,48,48,164
8,4.4152987899571885,[D@4492eede,96.0%,96.0%,29.09090909090909%,48,48,48,165
9,4.478195639459605,[D@cbc8d0f,96.0%,96.0%,29.09090909090909%,48,48,48,165
10,4.491342668650163,[D@37b57b54,96.0%,96.0%,29.09090909090909%,48,48,48,165
11,4.499032508559873,[D@5c1f6d57,96.0%,96.0%,27.42857142857143%,48,48,48,175
12,4.51060674772734,[D@f288c14,96.0%,96.0%,27.42857142857143%,48,48,48,175
13,4.518109646345767,[D@6794ac0b,96.0%,96.0%,27.42857142857143%,48,48,48,175
14,4.551300673386866,[D@7be71476,96.0%,96.0%,27.42857142857143%,48,48,48,175
15,4.566915753257544,[D@5cb5bb88,96.0%,96.0%,27.42857142857143%,48,48,48,175
16,4.571917563344737,[D@17b6d426,96.0%,96.0%,27.42857142857143%,48,48,48,175
17,4.575764257897535,[D@5580d62f,96.0%,96.0%,27.42857142857143%,48,48,48,175
18,4.585832926344366,[D@16872c4d,96.0%,96.0%,25.668449197860966%,48,48,48,187
19,4.664584695605205,[D@671facee,98.0%,98.0%,26.203208556149733%,49,49,49,187
20,4.664584695605205,[D@46a953cf,98.0%,98.0%,26.063829787234045%,49,49,49,188
21,4.664584695605205,[D@154bd49b,98.0%,98.0%,26.063829787234045%,49,49,49,188
22,4.667732553018067,[D@3a01773b,98.0%,98.0%,26.063829787234045%,49,49,49,188
23,4.668501890492677,[D@20e3c449,98.0%,98.0%,26.063829787234045%,49,49,49,188
24,4.681773549707203,[D@2c58dcb1,98.0%,98.0%,26.063829787234045%,49,49,49,188
25,4.684963304683489,[D@67fc2aad,98.0%,98.0%,26.063829787234045%,49,49,49,188
26,4.6945609076562285,[D@56f521c6,98.0%,98.0%,26.063829787234045%,49,49,49,188
27,4.696116941260018,[D@680a66dd,98.0%,98.0%,26.063829787234045%,49,49,49,188
28,4.70371164571413,[D@2dd8239,98.0%,98.0%,26.063829787234045%,49,49,49,188
29,4.704792008741081,[D@472698d,98.0%,98.0%,26.063829787234045%,49,49,49,188
30,4.713948262516555,[D@7b7683d4,98.0%,98.0%,26.063829787234045%,49,49,49,188
31,4.7147121945390555,[D@40712ee9,98.0%,98.0%,26.063829787234045%,49,49,49,188
32,4.722114267047637,[D@2e53b094,98.0%,98.0%,26.063829787234045%,49,49,49,188
33,4.731221366542525,[D@39fa8ad2,98.0%,98.0%,26.063829787234045%,49,49,49,188
34,4.734475075747474,[D@76ddd61a,98.0%,98.0%,26.063829787234045%,49,49,49,188
35,4.734475075747474,[D@3f92a84e,98.0%,98.0%,26.063829787234045%,49,49,49,188
36,4.734475075747474,[D@cf67838,98.0%,98.0%,26.063829787234045%,49,49,49,188
37,4.7377242891442135,[D@6137cf6e,98.0%,98.0%,26.063829787234045%,49,49,49,188
38,4.740706775741808,[D@7942a854,98.0%,98.0%,26.063829787234045%,49,49,49,188
