Iteration,Cheesecake,Profiterole,Mucake
1,1,25,20
2,0,23,23
3,0,22,24
4,0,21,25
5,0,20,26
6,0,19,28
7,0,20,28
8,0,21,27
9,0,24,24
10,0,24,24
11,0,22,26
12,0,24,24
13,0,25,23
14,0,26,22
15,0,27,21
16,0,27,21
17,0,27,21
18,0,26,22
19,1,26,22
20,1,26,22
21,1,26,22
22,1,26,22
23,1,27,21
24,0,27,22
25,0,26,23
26,0,26,23
27,0,26,23
28,0,27,22
29,1,26,22
30,2,24,23
31,2,25,22
32,2,24,23
33,2,26,21
34,2,25,22
35,2,25,22
36,2,25,22
37,2,26,21
38,2,26,21
39,1,27,21
40,1,26,22
41,1,25,23
42,1,25,23
43,1,25,23
44,1,25,23
45,1,25,23
46,1,24,24
47,1,24,24
48,1,23,25
49,1,22,26
50,1,22,26
51,1,22,26
52,1,22,26
53,1,23,25
54,1,22,26
55,1,22,26
56,1,22,26
57,1,22,26
58,1,23,25
59,1,23,25
60,1,23,25
61,1,23,25
62,1,23,25
63,1,22,26
64,1,21,27
65,1,21,27
66,1,21,27
67,1,21,27
68,1,22,26
69,1,22,26
70,1,22,26
71,1,21,27
72,1,21,27
73,1,21,27
74,1,21,27
75,1,21,27
76,1,21,27
77,1,21,27
78,1,21,27
79,1,22,26
80,1,22,26
81,1,22,26
82,1,22,26
83,1,22,26
84,1,22,26
85,1,22,26
86,0,23,26
87,0,23,26
88,0,23,26
89,0,23,26
90,0,24,25
91,0,24,25
92,0,24,25
93,0,25,24
94,0,25,24
95,0,24,25
96,0,24,25
97,0,24,25
98,0,24,25
99,0,24,25
100,0,24,25
