Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.6916498265876525,61,61.0%,22,22.0%,23,NaN,0,0.0,3.130886167919852,13,100.0,3.94929358046588,9,100.0
2,0.5164801541212364,50,50.0%,21,21.0%,23,NaN,0,0.0,2.428454388465492,12,100.0,2.8133203438172165,9,100.0
3,0.5441091210434317,57,56.99999999999999%,22,22.0%,23,NaN,0,0.0,2.635930148505655,13,100.0,2.8474687902844122,9,100.0
4,0.4820979474404187,58,57.99999999999999%,20,20.0%,23,NaN,0,0.0,2.3361513646376375,11,0.0,2.5219972960487773,9,100.0
5,0.6334283573851648,64,64.0%,22,22.0%,23,NaN,0,0.0,2.9981168227809456,13,100.0,3.420679233143141,9,100.0
6,0.5366071619800652,49,49.0%,21,21.0%,23,NaN,0,0.0,2.8951479121591372,13,100.0,2.3648676565121094,8,100.0
7,0.5305698437603898,45,45.0%,19,19.0%,23,NaN,0,0.0,2.8895238396530076,13,100.0,2.2978372875253616,6,0.0
8,0.5735157862418744,61,61.0%,21,21.0%,23,NaN,0,0.0,2.882030459509455,12,100.0,2.8459016387592473,9,100.0
9,0.3994990703823727,45,45.0%,18,18.0%,23,NaN,0,0.0,2.321521409411728,12,100.0,1.5114562656620663,6,0.0
10,0.5294565735779332,44,44.0%,18,18.0%,22,NaN,0,0.0,3.1923562200930427,12,100.0,2.0910546738109717,6,0.0
