Iteration,Cheesecake,Profiterole,Mudcake
1,0,13,9
2,0,12,9
3,0,13,9
4,0,11,9
5,0,13,9
6,0,13,8
7,0,13,6
8,0,12,9
9,0,12,6
10,0,12,6
