Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,2.506251185758906,[D@2d0566ba,68.0%,68.0%,27.64227642276423%,34,34,34,123
2,3.0053663710357377,[D@733037,74.0%,74.0%,25.694444444444443%,37,37,37,144
3,3.212259815131836,[D@7728643a,76.0%,76.0%,27.941176470588236%,38,38,38,136
4,3.2619848911254605,[D@320e400,76.0%,76.0%,27.73722627737226%,38,38,38,137
5,3.336019889229275,[D@5167268,76.0%,76.0%,27.73722627737226%,38,38,38,137
6,3.349216195274331,[D@1cfd1875,76.0%,76.0%,27.73722627737226%,38,38,38,137
7,3.3665934695206206,[D@28c0b664,76.0%,76.0%,27.73722627737226%,38,38,38,137
8,3.415223862934301,[D@2c444798,76.0%,76.0%,27.73722627737226%,38,38,38,137
9,3.4593290807416897,[D@1af7f54a,78.0%,78.0%,28.467153284671532%,39,39,39,137
10,3.4332890210038425,[D@6ebd78d1,76.0%,76.0%,27.73722627737226%,38,38,38,137
11,3.507641342114314,[D@436390f4,78.0%,78.0%,28.467153284671532%,39,39,39,137
12,3.513084543939762,[D@4d157787,78.0%,78.0%,28.26086956521739%,39,39,39,138
13,3.5256845782427266,[D@68ed96ca,78.0%,78.0%,28.26086956521739%,39,39,39,138
14,3.6002357012438897,[D@6d1310f6,80.0%,80.0%,27.397260273972602%,40,40,40,146
15,3.6392383129385246,[D@3228d990,80.0%,80.0%,27.2108843537415%,40,40,40,147
16,3.6898733987266983,[D@54e7391d,80.0%,80.0%,27.2108843537415%,40,40,40,147
17,3.7415878744510445,[D@50b8ae8d,82.0%,82.0%,27.89115646258503%,41,41,41,147
18,3.750045963638134,[D@255990cc,82.0%,82.0%,27.7027027027027%,41,41,41,148
19,3.7551884297293383,[D@51c929ae,82.0%,82.0%,27.7027027027027%,41,41,41,148
20,3.7768311771224345,[D@3c8bdd5b,82.0%,82.0%,25.949367088607595%,41,41,41,158
21,3.8556286546845144,[D@29d2d081,84.0%,84.0%,26.582278481012654%,42,42,42,158
22,3.859628654684514,[D@40e4ea87,84.0%,84.0%,26.41509433962264%,42,42,42,159
23,3.89234672236024,[D@58783f6c,84.0%,84.0%,26.41509433962264%,42,42,42,159
24,3.9185937396850177,[D@3a7b503d,84.0%,84.0%,26.41509433962264%,42,42,42,159
25,3.9213576717075176,[D@512d92b,84.0%,84.0%,26.41509433962264%,42,42,42,159
26,3.9231261254957897,[D@62c5bbdc,84.0%,84.0%,26.41509433962264%,42,42,42,159
27,3.9235916393003447,[D@7bdf6bb7,84.0%,84.0%,26.41509433962264%,42,42,42,159
28,3.9357203123984728,[D@1bc53649,84.0%,84.0%,26.41509433962264%,42,42,42,159
29,3.9522494873627934,[D@88d6f9b,84.0%,84.0%,26.41509433962264%,42,42,42,159
30,3.9535333745208328,[D@47d93e0d,84.0%,84.0%,26.41509433962264%,42,42,42,159
31,3.956181418706757,[D@475b7792,84.0%,84.0%,26.41509433962264%,42,42,42,159
32,3.956181418706757,[D@751e664e,84.0%,84.0%,26.41509433962264%,42,42,42,159
33,3.956181418706757,[D@160c3ec1,84.0%,84.0%,26.41509433962264%,42,42,42,159
34,3.958692759231551,[D@182b435b,84.0%,84.0%,26.41509433962264%,42,42,42,159
35,3.971493553764468,[D@4d0402b,84.0%,84.0%,26.41509433962264%,42,42,42,159
36,3.974443161021085,[D@2fa7ae9,84.0%,84.0%,26.41509433962264%,42,42,42,159
37,3.9780487122965487,[D@7577b641,84.0%,84.0%,26.41509433962264%,42,42,42,159
38,3.980724156976211,[D@3704122f,84.0%,84.0%,26.41509433962264%,42,42,42,159
39,3.980724156976211,[D@3153ddfc,84.0%,84.0%,26.41509433962264%,42,42,42,159
40,3.981601142628059,[D@60afd40d,84.0%,84.0%,26.41509433962264%,42,42,42,159
41,3.984247226632655,[D@28a2a3e7,84.0%,84.0%,26.41509433962264%,42,42,42,159
42,4.063407384093963,[D@3f2049b6,86.0%,86.0%,27.044025157232703%,43,43,43,159
43,4.063407384093963,[D@10b3df93,86.0%,86.0%,26.875%,43,43,43,160
44,4.064717242388794,[D@ea27e34,86.0%,86.0%,25.294117647058822%,43,43,43,170
45,4.064717242388794,[D@33a2499c,86.0%,86.0%,25.294117647058822%,43,43,43,170
46,4.064717242388794,[D@e72dba7,86.0%,86.0%,25.294117647058822%,43,43,43,170
47,4.076242232229841,[D@33c2bd,86.0%,86.0%,25.294117647058822%,43,43,43,170
48,4.089601396525176,[D@1dfd5f51,86.0%,86.0%,25.294117647058822%,43,43,43,170
49,4.0931760936378625,[D@3c321bdb,86.0%,86.0%,25.294117647058822%,43,43,43,170
50,4.0931760936378625,[D@24855019,86.0%,86.0%,25.294117647058822%,43,43,43,170
51,4.094607672534726,[D@3abd581e,86.0%,86.0%,25.294117647058822%,43,43,43,170
52,4.094607672534726,[D@4d4d8fcf,86.0%,86.0%,25.294117647058822%,43,43,43,170
53,4.094607672534726,[D@610db97e,86.0%,86.0%,25.294117647058822%,43,43,43,170
54,4.094607672534726,[D@6f0628de,86.0%,86.0%,25.294117647058822%,43,43,43,170
55,4.094607672534726,[D@3fabf088,86.0%,86.0%,25.294117647058822%,43,43,43,170
56,4.099901662904852,[D@1e392345,86.0%,86.0%,25.294117647058822%,43,43,43,170
57,4.1002506932342335,[D@12f3afb5,86.0%,86.0%,25.294117647058822%,43,43,43,170
58,4.102905004463643,[D@4ced35ed,86.0%,86.0%,25.294117647058822%,43,43,43,170
59,4.102905004463643,[D@2c22a348,86.0%,86.0%,25.294117647058822%,43,43,43,170
60,4.102905004463643,[D@7bd69e82,86.0%,86.0%,25.294117647058822%,43,43,43,170
61,4.114230815579811,[D@74d7184a,86.0%,86.0%,25.294117647058822%,43,43,43,170
62,4.115994747602311,[D@51b01960,86.0%,86.0%,25.294117647058822%,43,43,43,170
63,4.115994747602311,[D@6831d8fd,86.0%,86.0%,25.294117647058822%,43,43,43,170
64,4.1181860853154015,[D@27dc79f7,86.0%,86.0%,25.294117647058822%,43,43,43,170
65,4.12034836297557,[D@6b85300e,86.0%,86.0%,25.294117647058822%,43,43,43,170
66,4.121287753488773,[D@3aaf4f07,86.0%,86.0%,25.294117647058822%,43,43,43,170
67,4.125454809748706,[D@5cbf9e9f,86.0%,86.0%,25.294117647058822%,43,43,43,170
68,4.127100704119489,[D@18e8473e,86.0%,86.0%,25.294117647058822%,43,43,43,170
69,4.127100704119489,[D@5a2f016d,86.0%,86.0%,25.294117647058822%,43,43,43,170
70,4.128223809745107,[D@1a38ba58,86.0%,86.0%,25.294117647058822%,43,43,43,170
71,4.130294877556972,[D@3ad394e6,86.0%,86.0%,25.294117647058822%,43,43,43,170
72,4.130294877556972,[D@6058e535,86.0%,86.0%,25.294117647058822%,43,43,43,170
73,4.133900428832436,[D@42deb43a,86.0%,86.0%,25.294117647058822%,43,43,43,170
74,4.133900428832436,[D@1deb2c43,86.0%,86.0%,25.294117647058822%,43,43,43,170
75,4.133900428832436,[D@3bb9efbc,86.0%,86.0%,25.294117647058822%,43,43,43,170
76,4.136958351225062,[D@1cefc4b3,86.0%,86.0%,25.294117647058822%,43,43,43,170
77,4.136958351225062,[D@2b27cc70,86.0%,86.0%,25.294117647058822%,43,43,43,170
