Iteration,Cheesecake,Profiterole,Mudcake
1,0,24,16
2,0,25,17
3,0,25,15
4,0,24,16
5,0,25,16
6,0,25,17
7,0,25,17
8,0,25,17
9,0,25,16
10,0,25,18
