Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.2476854097373462,87,87.0%,40,40.0%,43,NaN,0,0.0,3.378867604061652,24,100.0,2.7297324047659357,16,100.0
2,1.0919483686888996,89,89.0%,42,42.0%,43,NaN,0,0.0,2.690318819561101,25,100.0,2.789199074963972,17,100.0
3,1.1788846001681126,85,85.0%,40,40.0%,43,NaN,0,0.0,2.9650565946948078,25,100.0,2.9204438590084916,15,0.0
4,1.2642626903725285,89,89.0%,40,40.0%,43,NaN,0,0.0,3.1748921258168648,24,100.0,3.1393036261030063,16,100.0
5,1.3353134140512355,87,87.0%,41,41.0%,43,NaN,0,0.0,3.4614081963945,25,100.0,3.153596543228474,16,100.0
6,1.1683248049462494,87,87.0%,42,42.0%,43,NaN,0,0.0,3.221830456173078,25,100.0,2.4692843466544434,17,100.0
7,1.341023831032217,87,87.0%,42,42.0%,43,NaN,0,0.0,3.15863974333352,25,100.0,3.6434393289510743,17,100.0
8,1.1796430904157464,89,89.0%,42,42.0%,44,NaN,0,0.0,2.98430448707178,25,100.0,2.7259412559912906,17,100.0
9,1.2883769063213015,88,88.0%,41,41.0%,44,NaN,0,0.0,3.3086397215727814,25,100.0,2.907666900846082,16,0.0
10,1.386427526852266,89,89.0%,43,43.0%,44,NaN,0,0.0,3.439140830969972,25,100.0,3.3001983965851323,18,100.0
