Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.4690687979501376,[D@1473b8c0,92.0%,92.0%,30.87248322147651%,46,46,46,149
2,3.8686738881309144,[D@5b5c0057,92.0%,92.0%,25.69832402234637%,46,46,46,179
3,4.033597520327286,[D@749f539e,92.0%,92.0%,27.878787878787882%,46,46,46,165
4,4.162037641318634,[D@5ca1f591,94.0%,94.0%,28.484848484848484%,47,47,47,165
5,4.267252499946302,[D@551de37d,94.0%,94.0%,28.313253012048197%,47,47,47,166
6,4.300723126804397,[D@6ef81f31,94.0%,94.0%,28.313253012048197%,47,47,47,166
7,4.342646997611805,[D@6075b2d3,94.0%,94.0%,28.313253012048197%,47,47,47,166
8,4.366563715189568,[D@33abde31,94.0%,94.0%,28.313253012048197%,47,47,47,166
9,4.391258843569177,[D@997d532,94.0%,94.0%,26.704545454545453%,47,47,47,176
10,4.413065740881476,[D@273842a6,94.0%,94.0%,26.704545454545453%,47,47,47,176
11,4.52001736009822,[D@6a969fb8,96.0%,96.0%,27.27272727272727%,48,48,48,176
12,4.522704606313498,[D@7a18e8d,96.0%,96.0%,27.11864406779661%,48,48,48,177
13,4.531283864010463,[D@3028e50e,96.0%,96.0%,25.396825396825395%,48,48,48,189
14,4.53158894370553,[D@5560bcdf,96.0%,96.0%,25.396825396825395%,48,48,48,189
15,4.553817603899529,[D@b558294,96.0%,96.0%,25.396825396825395%,48,48,48,189
16,4.553817603899529,[D@bb095,96.0%,96.0%,25.396825396825395%,48,48,48,189
17,4.5594959681490135,[D@777c350f,96.0%,96.0%,25.396825396825395%,48,48,48,189
18,4.576062912136892,[D@27aae97b,96.0%,96.0%,25.396825396825395%,48,48,48,189
19,4.5852571322833535,[D@4c9e38,96.0%,96.0%,25.396825396825395%,48,48,48,189
20,4.5852571322833535,[D@5d1e09bc,96.0%,96.0%,25.396825396825395%,48,48,48,189
21,4.5897497212069345,[D@4bdc8b5d,96.0%,96.0%,25.396825396825395%,48,48,48,189
22,4.589914682243876,[D@3bcd426c,96.0%,96.0%,25.396825396825395%,48,48,48,189
23,4.595210638733879,[D@5f14a673,96.0%,96.0%,25.396825396825395%,48,48,48,189
24,4.603987804932561,[D@726a17c4,96.0%,96.0%,25.396825396825395%,48,48,48,189
25,4.662358488339564,[D@5dc3fcb7,98.0%,98.0%,25.925925925925924%,49,49,49,189
26,4.662358488339564,[D@c4c0b41,98.0%,98.0%,25.789473684210527%,49,49,49,190
27,4.662964039615028,[D@76911385,98.0%,98.0%,25.789473684210527%,49,49,49,190
28,4.66706305912862,[D@5467eea4,98.0%,98.0%,25.789473684210527%,49,49,49,190
29,4.667894011023465,[D@160396db,98.0%,98.0%,25.789473684210527%,49,49,49,190
30,4.674691675262899,[D@7a799159,98.0%,98.0%,25.789473684210527%,49,49,49,190
31,4.702330497600127,[D@40ab8a8,98.0%,98.0%,25.789473684210527%,49,49,49,190
32,4.704508548923516,[D@6ff37443,98.0%,98.0%,25.789473684210527%,49,49,49,190
33,4.70668012179877,[D@65cc8228,98.0%,98.0%,25.789473684210527%,49,49,49,190
34,4.713237689997757,[D@53093491,98.0%,98.0%,25.789473684210527%,49,49,49,190
35,4.716596175470129,[D@21719a0,98.0%,98.0%,25.789473684210527%,49,49,49,190
36,4.716596175470129,[D@76b224cd,98.0%,98.0%,25.789473684210527%,49,49,49,190
37,4.716767748345383,[D@77ee25f1,98.0%,98.0%,25.789473684210527%,49,49,49,190
38,4.716767748345383,[D@6dd93a21,98.0%,98.0%,25.789473684210527%,49,49,49,190
39,4.718990635492349,[D@57b9e423,98.0%,98.0%,25.789473684210527%,49,49,49,190
40,4.718990635492349,[D@304a3655,98.0%,98.0%,25.789473684210527%,49,49,49,190
41,4.720360118790313,[D@368d5c00,98.0%,98.0%,25.789473684210527%,49,49,49,190
42,4.722039460383108,[D@12a160c2,98.0%,98.0%,25.789473684210527%,49,49,49,190
43,4.728056049826964,[D@aa10649,98.0%,98.0%,25.789473684210527%,49,49,49,190
44,4.730219498547902,[D@6b3871d6,98.0%,98.0%,25.789473684210527%,49,49,49,190
45,4.733960600877489,[D@37095ded,98.0%,98.0%,25.789473684210527%,49,49,49,190
46,4.733960600877489,[D@2eb79cbe,98.0%,98.0%,25.789473684210527%,49,49,49,190
47,4.734212411512941,[D@2ca6546f,98.0%,98.0%,25.789473684210527%,49,49,49,190
48,4.734212411512941,[D@43826ec,98.0%,98.0%,25.789473684210527%,49,49,49,190
49,4.735753467686159,[D@7923f5b3,98.0%,98.0%,25.789473684210527%,49,49,49,190
50,4.735753467686159,[D@6b63d445,98.0%,98.0%,25.789473684210527%,49,49,49,190
51,4.735753467686159,[D@7578e06a,98.0%,98.0%,25.789473684210527%,49,49,49,190
52,4.7369157453463275,[D@30b2b76f,98.0%,98.0%,25.789473684210527%,49,49,49,190
53,4.738447002801505,[D@56da52a7,98.0%,98.0%,25.789473684210527%,49,49,49,190
54,4.738447002801505,[D@23ee75c5,98.0%,98.0%,25.789473684210527%,49,49,49,190
55,4.738447002801505,[D@11a7ba62,98.0%,98.0%,25.789473684210527%,49,49,49,190
56,4.739052554076968,[D@340b7ef6,98.0%,98.0%,25.789473684210527%,49,49,49,190
57,4.739638340514595,[D@30404dba,98.0%,98.0%,25.789473684210527%,49,49,49,190
58,4.739924485808137,[D@6050462a,98.0%,98.0%,25.789473684210527%,49,49,49,190
59,4.741160553785637,[D@4c0884e8,98.0%,98.0%,25.789473684210527%,49,49,49,190
60,4.7438694458488815,[D@231baf51,98.0%,98.0%,25.789473684210527%,49,49,49,190
61,4.7438694458488815,[D@11841b15,98.0%,98.0%,25.789473684210527%,49,49,49,190
62,4.7438694458488815,[D@73877e19,98.0%,98.0%,25.789473684210527%,49,49,49,190
63,4.747334962385283,[D@7b208b45,98.0%,98.0%,25.789473684210527%,49,49,49,190
64,4.747334962385283,[D@5bfc257,98.0%,98.0%,25.789473684210527%,49,49,49,190
65,4.747334962385283,[D@34523d46,98.0%,98.0%,25.789473684210527%,49,49,49,190
66,4.747564457653163,[D@7cedfa63,98.0%,98.0%,25.789473684210527%,49,49,49,190
67,4.747564457653163,[D@3e83c18,98.0%,98.0%,25.789473684210527%,49,49,49,190
68,4.749564457653163,[D@783efb48,98.0%,98.0%,25.789473684210527%,49,49,49,190
69,4.749564457653163,[D@5d235104,98.0%,98.0%,25.789473684210527%,49,49,49,190
70,4.750868562377003,[D@4e8e8621,98.0%,98.0%,25.789473684210527%,49,49,49,190
71,4.751868562377003,[D@c446b14,98.0%,98.0%,25.789473684210527%,49,49,49,190
72,4.751868562377003,[D@3af356f,98.0%,98.0%,25.789473684210527%,49,49,49,190
73,4.751868562377003,[D@4443ef6f,98.0%,98.0%,25.789473684210527%,49,49,49,190
74,4.751868562377003,[D@7e46d648,98.0%,98.0%,25.789473684210527%,49,49,49,190
75,4.751868562377003,[D@51751e5f,98.0%,98.0%,25.789473684210527%,49,49,49,190
76,4.751868562377003,[D@2b0b4d53,98.0%,98.0%,25.789473684210527%,49,49,49,190
77,4.752696989501749,[D@7068f7ca,98.0%,98.0%,25.789473684210527%,49,49,49,190
78,4.752696989501749,[D@38548b19,98.0%,98.0%,25.789473684210527%,49,49,49,190
79,4.75469698950175,[D@41aaedaa,98.0%,98.0%,25.789473684210527%,49,49,49,190
80,4.755672903389725,[D@303a5119,98.0%,98.0%,25.789473684210527%,49,49,49,190
81,4.756672903389725,[D@75b3673,98.0%,98.0%,25.789473684210527%,49,49,49,190
82,4.756672903389725,[D@1bcb79c2,98.0%,98.0%,25.789473684210527%,49,49,49,190
83,4.756672903389725,[D@d1a10ac,98.0%,98.0%,25.789473684210527%,49,49,49,190
84,4.756672903389725,[D@6fca2a8f,98.0%,98.0%,25.789473684210527%,49,49,49,190
85,4.756672903389725,[D@31fc71ab,98.0%,98.0%,25.789473684210527%,49,49,49,190
86,4.756672903389725,[D@71391b3f,98.0%,98.0%,25.789473684210527%,49,49,49,190
87,4.756672903389725,[D@2cfbeac4,98.0%,98.0%,25.789473684210527%,49,49,49,190
88,4.757672903389725,[D@12db3386,98.0%,98.0%,25.789473684210527%,49,49,49,190
89,4.757672903389725,[D@4078695f,98.0%,98.0%,25.789473684210527%,49,49,49,190
90,4.757672903389725,[D@79a1728c,98.0%,98.0%,25.789473684210527%,49,49,49,190
91,4.757672903389725,[D@a7f0ab6,98.0%,98.0%,25.789473684210527%,49,49,49,190
92,4.757672903389725,[D@41f35f7c,98.0%,98.0%,25.789473684210527%,49,49,49,190
93,4.767538049228444,[D@42c2f48c,98.0%,98.0%,25.789473684210527%,49,49,49,190
94,4.767538049228444,[D@3005db4a,98.0%,98.0%,25.789473684210527%,49,49,49,190
95,4.769653847304719,[D@425d5d46,98.0%,98.0%,25.789473684210527%,49,49,49,190
96,4.769653847304719,[D@198ef2ce,98.0%,98.0%,25.789473684210527%,49,49,49,190
97,4.769653847304719,[D@4cbd03e7,98.0%,98.0%,25.789473684210527%,49,49,49,190
98,4.769653847304719,[D@52fc5eb1,98.0%,98.0%,25.789473684210527%,49,49,49,190
99,4.770246206451965,[D@7a639ec5,98.0%,98.0%,25.789473684210527%,49,49,49,190
100,4.771246206451965,[D@14151bc5,98.0%,98.0%,25.789473684210527%,49,49,49,190
