Iteration,Cheesecake,Profiterole,Mudcake
1,0,24,17
2,0,24,17
3,0,23,16
4,0,24,16
5,0,24,17
6,0,25,17
7,0,25,17
8,0,25,17
9,0,24,15
10,0,24,17
