Iteration,Cheesecake,Profiterole,Mudcake
1,0,11,8
2,0,10,8
3,0,11,8
4,0,12,7
5,0,11,8
6,0,11,8
7,0,12,7
8,0,12,5
9,0,11,3
10,0,12,2
