Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.5458897343153009,42,42.0%,18,18.0%,21,NaN,0,0.0,3.5583967773359264,12,100.0,2.2066584115478425,6,0.0
2,0.49982238613047625,57,56.99999999999999%,21,21.0%,22,NaN,0,0.0,2.5588181353166406,13,100.0,2.753774427035421,8,100.0
3,0.4484770722527218,45,45.0%,17,17.0%,22,NaN,0,0.0,3.0602032710588687,13,100.0,1.1607525675093942,4,0.0
4,0.32072455133429684,39,39.0%,15,15.0%,21,NaN,0,0.0,2.3114498202935905,13,100.0,0.7225095483177663,2,0.0
5,0.3034327825636259,31,31.0%,12,12.0%,20,NaN,0,0.0,2.3933672678763536,11,0.0,0.3245742083692687,1,0.0
6,0.3171602735764715,32,32.0%,13,13.0%,19,NaN,0,0.0,2.643002279803929,13,100.0,0.0,0,0.0
7,0.33672036627810054,27,27.0%,13,13.0%,18,NaN,0,0.0,2.806003052317504,13,100.0,0.0,0,0.0
8,0.3901761883525792,28,28.000000000000004%,13,13.0%,17,NaN,0,0.0,3.2514682362714935,13,100.0,0.0,0,0.0
9,0.3635104019366278,36,36.0%,13,13.0%,16,NaN,0,0.0,3.0292533494718987,13,100.0,0.0,0,0.0
10,0.3582441740469665,36,36.0%,13,13.0%,15,NaN,0,0.0,2.9853681170580546,13,100.0,NaN,0,0.0
