Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
5,1,262,319,0.0,3,0,2
5,2,642,271,0.0,3,0,2
5,3,385,451,4.395330668877609,7,1,2
5,4,540,418,4.530292644298601,7,1,2
5,5,335,584,3.0926130439787523,5,1,2
5,6,405,469,3.9922177814626814,9,1,2
5,7,547,320,0.0,4,0,2
5,8,363,386,4.026282895292478,6,1,2
5,9,461,205,0.0,1,0,2
5,10,519,581,3.2808068753045805,8,1,2
5,11,589,564,2.6293460817740604,5,1,2
5,12,367,681,0.0,4,0,2
5,13,281,595,0.0,5,0,2
5,14,431,391,2.0442851964372477,8,1,2
5,15,576,410,0.0,5,0,2
5,16,642,437,0.0,3,0,2
5,17,702,434,0.0,3,0,2
5,18,463,582,0.5362571758668715,8,1,2
5,19,465,633,0.0,6,1,2
5,20,551,590,0.0,6,1,2
5,21,266,563,0.0,4,0,2
5,22,543,574,0.0,7,1,2
5,23,412,517,0.0,9,1,2
5,24,734,283,0.0,0,0,2
5,25,478,298,0.0,4,0,2
5,26,423,418,0.0,7,1,2
5,27,603,550,0.0,5,0,2
5,28,517,416,0.14587804026309997,8,1,2
5,29,322,357,0.0,5,0,2
5,30,360,723,0.0,2,0,2
5,31,371,622,0.0,5,0,2
5,32,387,574,0.0,6,1,2
5,33,559,400,0.0,6,1,2
5,34,198,430,0.0,3,0,2
5,35,691,359,0.0,3,0,2
5,36,658,482,0.0,3,0,2
5,37,487,702,0.0,3,0,2
5,38,565,462,0.0,7,1,2
5,39,466,647,0.0,6,1,2
5,40,413,359,0.0,7,1,2
5,41,455,602,0.0,7,1,2
5,42,461,602,0.0,7,1,2
5,43,544,248,0.0,2,0,2
5,44,697,691,0.0,2,0,2
5,45,366,421,0.04709681096026302,7,1,2
5,46,443,405,0.0,8,1,2
5,47,695,386,0.0,3,0,2
5,48,460,471,0.0,8,1,2
5,49,390,349,0.0,7,1,2
5,50,556,387,0.0,5,0,2
5,51,534,522,0.0,7,1,2
5,52,731,425,0.0,3,0,2
5,53,624,388,0.0,3,0,2
5,54,477,403,0.0,8,1,2
5,55,275,572,0.0,5,0,2
5,56,334,435,0.0,5,0,2
5,57,613,201,0.0,1,0,2
5,58,487,714,0.0,2,0,2
5,59,457,607,0.0,6,1,2
5,60,436,410,0.0,7,1,2
5,61,534,358,0.0,4,0,3
5,62,183,526,0.0,0,0,3
5,63,389,544,0.0,2,0,3
5,64,364,495,0.0,3,0,3
5,65,568,678,0.0,3,0,3
5,66,379,508,0.0,3,0,3
5,67,423,548,0.0,2,0,3
5,68,484,614,1.6228710418463435,2,1,3
5,69,511,371,0.0,4,0,3
5,70,290,511,0.0,2,0,3
5,71,541,690,0.0,3,0,3
5,72,480,472,0.0,4,0,3
5,73,580,571,0.0,4,0,3
5,74,596,557,0.0,3,0,3
5,75,358,533,0.0,3,0,3
5,76,435,489,0.0,4,0,3
5,77,419,582,0.0,2,0,3
5,78,498,639,0.0,1,0,3
5,79,525,391,0.0,4,0,3
5,80,546,579,0.0,4,0,3
5,81,452,261,0.0,3,0,3
5,82,687,139,0.0,0,0,3
5,83,339,513,0.0,2,0,3
5,84,749,477,0.0,1,0,3
5,85,512,491,0.0,3,0,3
5,86,649,630,0.0,2,0,3
5,87,464,641,0.0,2,0,3
5,88,496,502,0.0,4,0,3
5,89,491,442,0.0,4,0,3
5,90,578,584,0.0,3,0,3
5,91,521,646,0.0,2,0,3
5,92,598,625,0.0,2,0,3
5,93,455,655,0.0,1,0,3
5,94,461,722,0.0,1,0,3
5,95,507,573,0.0,3,0,3
5,96,274,385,0.0,2,0,3
5,97,429,367,0.0,4,0,3
5,98,465,458,0.0,4,0,3
5,99,467,733,0.0,1,0,3
5,100,518,509,0.0,3,0,3

