Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.3986504661309365,[D@6ca0256d,88.0%,88.0%,31.20567375886525%,44,44,44,141
2,3.794207986157412,[D@5ef0d29e,88.0%,88.0%,26.035502958579883%,44,44,44,169
3,3.9108680685434236,[D@38f57b3d,88.0%,88.0%,28.02547770700637%,44,44,44,157
4,3.949128873322149,[D@51850751,88.0%,88.0%,28.02547770700637%,44,44,44,157
5,3.9944045900410234,[D@3ce3db41,88.0%,88.0%,28.02547770700637%,44,44,44,157
6,4.105507860176752,[D@64df9a61,90.0%,90.0%,28.662420382165603%,45,45,45,157
7,4.105507860176752,[D@77602954,90.0%,90.0%,28.48101265822785%,45,45,45,158
8,4.1410585780682325,[D@e260766,90.0%,90.0%,26.785714285714285%,45,45,45,168
9,4.1825739289160255,[D@2c3dec30,90.0%,90.0%,26.785714285714285%,45,45,45,168
10,4.199706447127776,[D@34a97744,90.0%,90.0%,26.785714285714285%,45,45,45,168
11,4.204425388431751,[D@4275c20c,90.0%,90.0%,26.785714285714285%,45,45,45,168
12,4.21922279310893,[D@7c56e013,90.0%,90.0%,26.785714285714285%,45,45,45,168
13,4.222727578341291,[D@3fc9dfc5,90.0%,90.0%,26.785714285714285%,45,45,45,168
14,4.287420692966383,[D@40258c2f,92.0%,92.0%,27.380952380952383%,46,46,46,168
15,4.33186946861694,[D@2cac4385,92.0%,92.0%,27.218934911242602%,46,46,46,169
16,4.333713751204149,[D@6731787b,92.0%,92.0%,27.218934911242602%,46,46,46,169
17,4.346274697504104,[D@16f7b4af,92.0%,92.0%,25.41436464088398%,46,46,46,181
18,4.353420471950084,[D@7adf16aa,92.0%,92.0%,25.41436464088398%,46,46,46,181
19,4.362045326558329,[D@34a1d21f,92.0%,92.0%,25.41436464088398%,46,46,46,181
20,4.365732470608618,[D@58bf8650,92.0%,92.0%,25.41436464088398%,46,46,46,181
21,4.375553556126479,[D@73c60324,92.0%,92.0%,25.41436464088398%,46,46,46,181
22,4.4476967795721105,[D@71ae31b0,94.0%,94.0%,25.96685082872928%,47,47,47,181
23,4.451746094880397,[D@4ba534b0,94.0%,94.0%,25.82417582417583%,47,47,47,182
24,4.452869200506014,[D@6f0ca692,94.0%,94.0%,25.82417582417583%,47,47,47,182
25,4.471570697426964,[D@2c104774,94.0%,94.0%,25.82417582417583%,47,47,47,182
26,4.473379785249802,[D@2cb3d0f7,94.0%,94.0%,25.82417582417583%,47,47,47,182
27,4.473379785249802,[D@4e517165,94.0%,94.0%,25.82417582417583%,47,47,47,182
28,4.475502890875419,[D@44e3760b,94.0%,94.0%,25.82417582417583%,47,47,47,182
29,4.487892789195083,[D@6a66a204,94.0%,94.0%,25.82417582417583%,47,47,47,182
30,4.491338522759446,[D@5860f3d7,94.0%,94.0%,25.82417582417583%,47,47,47,182
31,4.494345095469066,[D@1d7f7be7,94.0%,94.0%,25.82417582417583%,47,47,47,182
32,4.495557744337496,[D@42f3156d,94.0%,94.0%,25.82417582417583%,47,47,47,182
33,4.496379598752623,[D@1ddae9b5,94.0%,94.0%,25.82417582417583%,47,47,47,182
34,4.50323358920993,[D@427b5f92,94.0%,94.0%,25.82417582417583%,47,47,47,182
35,4.505143930967893,[D@24bdb479,94.0%,94.0%,25.82417582417583%,47,47,47,182
36,4.505671795012894,[D@7e3f95fe,94.0%,94.0%,25.82417582417583%,47,47,47,182
37,4.505671795012894,[D@34625ccd,94.0%,94.0%,25.82417582417583%,47,47,47,182
38,4.506729717405521,[D@2c7d121c,94.0%,94.0%,25.82417582417583%,47,47,47,182
39,4.510224282697161,[D@65aa6596,94.0%,94.0%,25.82417582417583%,47,47,47,182
40,4.510224282697161,[D@67389cb8,94.0%,94.0%,25.82417582417583%,47,47,47,182
41,4.517817134928682,[D@419a20a6,94.0%,94.0%,25.82417582417583%,47,47,47,182
42,4.51997839810909,[D@533377b,94.0%,94.0%,25.82417582417583%,47,47,47,182
43,4.588577761172875,[D@3383649e,96.0%,96.0%,26.373626373626376%,48,48,48,182
44,4.6141587810479106,[D@10fde30a,96.0%,96.0%,26.229508196721312%,48,48,48,183
45,4.6141587810479106,[D@f27ea3,96.0%,96.0%,26.229508196721312%,48,48,48,183
46,4.622528097924763,[D@1ce61929,96.0%,96.0%,26.229508196721312%,48,48,48,183
47,4.622528097924763,[D@346939bf,96.0%,96.0%,24.615384615384617%,48,48,48,195
48,4.622528097924763,[D@4bf3798b,96.0%,96.0%,24.615384615384617%,48,48,48,195
49,4.622528097924763,[D@58670130,96.0%,96.0%,24.615384615384617%,48,48,48,195
50,4.629369447677368,[D@74e47444,96.0%,96.0%,24.615384615384617%,48,48,48,195
51,4.636334015998199,[D@9bd0fa6,96.0%,96.0%,24.615384615384617%,48,48,48,195
52,4.64205944689086,[D@59d2103b,96.0%,96.0%,24.615384615384617%,48,48,48,195
53,4.644221724551028,[D@39dcf4b0,96.0%,96.0%,24.615384615384617%,48,48,48,195
54,4.644221724551028,[D@6e4de19b,96.0%,96.0%,24.615384615384617%,48,48,48,195
55,4.6446649981663235,[D@f6c03cb,96.0%,96.0%,24.615384615384617%,48,48,48,195
56,4.647747760696621,[D@46f699d5,96.0%,96.0%,24.615384615384617%,48,48,48,195
57,4.647747760696621,[D@18518ccf,96.0%,96.0%,24.615384615384617%,48,48,48,195
58,4.647747760696621,[D@1991f767,96.0%,96.0%,24.615384615384617%,48,48,48,195
59,4.648524884847339,[D@768ccdc5,96.0%,96.0%,24.615384615384617%,48,48,48,195
60,4.648524884847339,[D@4c6daf0,96.0%,96.0%,24.615384615384617%,48,48,48,195
61,4.648939098409712,[D@10650953,96.0%,96.0%,24.615384615384617%,48,48,48,195
62,4.654566892606282,[D@659eef7,96.0%,96.0%,24.615384615384617%,48,48,48,195
63,4.654566892606282,[D@162be91c,96.0%,96.0%,24.615384615384617%,48,48,48,195
64,4.654566892606282,[D@2488b073,96.0%,96.0%,24.615384615384617%,48,48,48,195
65,4.654566892606282,[D@1c9f0a20,96.0%,96.0%,24.615384615384617%,48,48,48,195
