Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,2.649746108438555,[D@15dcfae7,78.0%,78.0%,31.2%,39,39,39,125
2,3.1834669060089835,[D@3da05287,80.0%,80.0%,27.397260273972602%,40,40,40,146
3,3.323118514999034,[D@1e636ea3,80.0%,80.0%,28.776978417266186%,40,40,40,139
4,3.4109715297400283,[D@115667d,82.0%,82.0%,29.496402877697843%,41,41,41,139
5,3.513187595990907,[D@736caf7a,82.0%,82.0%,29.496402877697843%,41,41,41,139
6,3.640732281554985,[D@4ce7fffa,84.0%,84.0%,30.0%,42,42,42,140
7,3.7129277511199437,[D@497486b3,84.0%,84.0%,29.78723404255319%,42,42,42,141
8,3.7221562513596296,[D@63f8276e,84.0%,84.0%,29.78723404255319%,42,42,42,141
9,3.750089406729604,[D@75f95314,84.0%,84.0%,28.187919463087248%,42,42,42,149
10,3.766724514482384,[D@6127a7e,84.0%,84.0%,28.187919463087248%,42,42,42,149
11,3.7931084179714336,[D@6bbe2511,84.0%,84.0%,28.187919463087248%,42,42,42,149
12,3.7950733092711264,[D@495fac5f,84.0%,84.0%,28.187919463087248%,42,42,42,149
13,3.8058993841437196,[D@76012793,84.0%,84.0%,28.187919463087248%,42,42,42,149
14,3.8375979620967486,[D@635572a7,84.0%,84.0%,28.187919463087248%,42,42,42,149
15,3.8397790524724367,[D@79d94571,84.0%,84.0%,28.187919463087248%,42,42,42,149
16,3.8528330406578495,[D@4dd02341,84.0%,84.0%,26.41509433962264%,42,42,42,159
17,3.863805259618613,[D@3212a8d7,84.0%,84.0%,26.41509433962264%,42,42,42,159
18,3.8708645876228474,[D@7a1a3478,84.0%,84.0%,26.41509433962264%,42,42,42,159
19,3.886856271996338,[D@495b0487,84.0%,84.0%,26.41509433962264%,42,42,42,159
20,3.886856271996338,[D@55dfcc6,84.0%,84.0%,26.41509433962264%,42,42,42,159
21,3.9028209745833866,[D@222eb8aa,84.0%,84.0%,26.41509433962264%,42,42,42,159
22,3.9119027276691636,[D@93cf163,84.0%,84.0%,26.41509433962264%,42,42,42,159
23,3.9211418212831815,[D@1852a3ff,84.0%,84.0%,26.41509433962264%,42,42,42,159
24,3.925132393335989,[D@7203c7ff,84.0%,84.0%,26.41509433962264%,42,42,42,159
25,3.9340102461059847,[D@25bfcafd,84.0%,84.0%,26.41509433962264%,42,42,42,159
26,3.9340102461059847,[D@4b6690c0,84.0%,84.0%,26.41509433962264%,42,42,42,159
27,3.937671141342696,[D@46268f08,84.0%,84.0%,26.41509433962264%,42,42,42,159
28,4.005644040133095,[D@2a76840c,86.0%,86.0%,27.044025157232703%,43,43,43,159
29,4.008982153854003,[D@71454b9d,86.0%,86.0%,26.875%,43,43,43,160
30,4.009117069833953,[D@eda25e5,86.0%,86.0%,26.875%,43,43,43,160
31,4.013107785916551,[D@7cf6a5f9,86.0%,86.0%,26.875%,43,43,43,160
