Iteration,Cheesecake,Profiterole,Mudcake
1,0,12,7
2,0,12,8
3,0,12,6
4,0,12,5
5,0,12,6
6,0,12,3
7,0,12,2
8,0,12,1
9,0,12,0
10,0,12,0
