Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.4896693312580326,50,50.0%,19,19.0%,21,NaN,0,0.0,3.084300011972631,12,100.0,2.14851899915776,7,100.0
2,0.5314930923990869,49,49.0%,20,20.0%,21,NaN,0,0.0,3.2859750280959164,12,100.0,2.429083418693374,8,100.0
3,0.48914367413816684,42,42.0%,18,18.0%,21,NaN,0,0.0,3.411380387668645,12,100.0,1.6270261642087982,6,0.0
4,0.395470447777198,47,47.0%,17,17.0%,20,NaN,0,0.0,2.721227034612396,12,100.0,1.6022578994972416,5,0.0
5,0.5326020404666765,51,51.0%,18,18.0%,19,NaN,0,0.0,3.4809592212916196,12,100.0,2.9939305224919672,6,100.0
6,0.44272560430190205,37,37.0%,15,15.0%,19,NaN,0,0.0,3.3248748724860757,12,100.0,1.5397873665686745,3,0.0
7,0.3855640397460734,38,38.0%,14,14.000000000000002%,18,NaN,0,0.0,2.8566345412025913,12,100.0,1.7833560053447102,2,0.0
8,0.37943841443130166,39,39.0%,13,13.0%,17,NaN,0,0.0,3.1894087990189206,12,100.0,0.9534482179740129,1,0.0
9,0.30083195880141,36,36.0%,12,12.0%,16,NaN,0,0.0,2.7348359891037273,12,100.0,0.0,0,0.0
10,0.33211886085205333,37,37.0%,12,12.0%,15,NaN,0,0.0,3.0192623713823035,12,100.0,0.0,0,0.0
