Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
80,1,1059,1405,0.0,0,0,1
80,2,1094,1221,0.0,0,0,1
80,3,1021,794,0.0,0,0,1
80,4,570,885,0.0,0,0,1
80,5,667,1254,0.0,0,0,1
80,6,1304,863,0.0,0,0,1
80,7,823,964,0.0,0,0,1
80,8,1261,999,0.0,0,0,1
80,9,1106,566,0.0,0,0,1
80,10,1252,1246,0.0,0,0,1
80,11,975,476,0.0,0,0,1
80,12,1045,1086,0.0,0,0,1
80,13,1142,1306,0.0,0,0,1
80,14,1291,1071,0.0,0,0,1
80,15,962,784,0.0,0,0,1
80,16,1118,828,0.0,0,0,1
80,17,950,448,0.0,0,0,1
80,18,548,895,0.0,0,0,1
80,19,1104,810,0.0,0,0,1
80,20,850,941,0.0,0,0,1
80,21,1437,1041,0.0,0,0,2
80,22,868,1016,0.0,0,0,2
80,23,821,1246,0.0,0,0,2
80,24,847,1324,0.0,0,0,2
80,25,991,1372,0.0,1,0,2
80,26,1128,1198,0.0,0,0,2
80,27,816,1138,0.0,0,0,2
80,28,1233,1503,0.0,0,0,2
80,29,575,1023,0.0,0,0,2
80,30,825,955,0.0,0,0,2
80,31,1219,879,0.0,0,0,2
80,32,1069,1016,0.0,0,0,2
80,33,976,692,0.0,0,0,2
80,34,761,813,0.0,0,0,2
80,35,1237,1161,0.0,0,0,2
80,36,1464,1198,0.0,0,0,2
80,37,773,1240,0.0,0,0,2
80,38,817,1137,0.0,0,0,2
80,39,787,1004,0.0,0,0,2
80,40,1103,540,0.0,0,0,2
80,41,1005,1223,0.0,0,0,2
80,42,1124,903,0.0,0,0,2
80,43,1209,1079,0.0,0,0,2
80,44,773,1097,0.0,0,0,2
80,45,1204,1289,0.0,0,0,2
80,46,825,715,0.0,0,0,2
80,47,838,545,0.0,0,0,2
80,48,1124,983,0.0,0,0,2
80,49,1102,1535,0.0,0,0,2
80,50,741,639,0.0,0,0,2
80,51,1043,1315,0.0,0,0,2
80,52,1384,923,0.0,0,0,2
80,53,1138,877,0.0,0,0,2
80,54,939,1060,0.0,0,0,2
80,55,929,1132,0.0,0,0,2
80,56,810,1122,0.0,0,0,2
80,57,1163,979,0.0,0,0,2
80,58,673,1002,0.0,0,0,2
80,59,1316,999,0.0,0,0,2
80,60,829,746,0.0,0,0,2
80,61,1441,1231,0.0,0,0,2
80,62,1473,614,0.0,0,0,2
80,63,1000,955,0.0,0,0,2
80,64,859,1012,0.0,0,0,2
80,65,1122,1278,0.0,0,0,2
80,66,1053,1519,0.0,0,0,2
80,67,1389,660,0.0,0,0,2
80,68,1137,618,0.0,0,0,2
80,69,1430,1201,0.0,0,0,2
80,70,892,1170,0.0,0,0,2
80,71,1128,1116,0.0,0,0,2
80,72,701,1099,0.0,0,0,2
80,73,1210,1223,0.0,0,0,2
80,74,1370,1105,0.0,0,0,2
80,75,952,839,0.0,0,0,2
80,76,1676,1125,0.0,0,0,2
80,77,936,1125,0.0,0,0,2
80,78,557,780,0.0,0,0,2
80,79,897,1180,0.0,0,0,2
80,80,1050,826,0.0,0,0,2
80,81,1162,937,0.0,0,0,2
80,82,1058,825,0.0,0,0,2
80,83,1054,1292,0.0,0,0,2
80,84,822,1059,0.0,0,0,2
80,85,848,1169,0.0,0,0,2
80,86,612,1011,0.0,0,0,2
80,87,1004,1667,0.0,0,0,2
80,88,968,1119,0.0,0,0,2
80,89,1148,1240,0.0,0,0,2
80,90,1366,839,0.0,0,0,2
80,91,929,631,0.0,0,0,2
80,92,687,1032,0.0,0,0,2
80,93,870,1320,0.0,1,0,2
80,94,1033,1083,0.0,0,0,2
80,95,820,729,0.0,0,0,2
80,96,1219,884,0.0,0,0,2
80,97,1483,1089,0.0,0,0,2
80,98,1207,790,0.0,0,0,2
80,99,732,963,0.0,0,0,2
80,100,666,1400,0.0,0,0,2
80,101,1086,942,0.0,0,0,2
80,102,893,1734,0.0,0,0,2
80,103,680,1165,0.0,0,0,2
80,104,823,1043,0.0,0,0,2
80,105,890,1112,0.0,0,0,2
80,106,1177,1292,0.0,0,0,2
80,107,883,1015,0.0,0,0,2
80,108,1220,1148,0.0,0,0,2
80,109,973,947,0.0,0,0,2
80,110,921,997,0.0,0,0,2
80,111,935,865,0.0,0,0,2
80,112,1176,1606,0.0,0,0,2
80,113,995,1258,0.0,0,0,2
80,114,759,610,0.0,0,0,2
80,115,937,984,0.0,0,0,2
80,116,724,1023,0.0,0,0,2
80,117,797,1105,0.0,0,0,2
80,118,477,939,0.0,0,0,2
80,119,890,1568,0.0,0,0,2
80,120,1011,1416,0.0,1,0,2
80,121,1242,1090,0.0,0,0,3
80,122,908,851,0.0,0,0,3
80,123,928,896,0.0,0,0,3
80,124,730,637,0.0,0,0,3
80,125,833,1337,0.0,0,0,3
80,126,895,806,0.0,0,0,3
80,127,336,1019,0.0,0,0,3
80,128,1119,1147,0.0,0,0,3
80,129,842,862,0.0,0,0,3
80,130,1122,996,0.0,0,0,3
80,131,1154,618,0.0,0,0,3
80,132,767,1369,0.0,0,0,3
80,133,1282,1458,0.0,0,0,3
80,134,1283,1113,0.0,0,0,3
80,135,805,1113,0.0,1,0,3
80,136,797,718,0.0,0,0,3
80,137,653,1255,0.0,0,0,3
80,138,779,979,0.0,0,0,3
80,139,864,1116,0.0,1,0,3
80,140,945,817,0.0,0,0,3
80,141,1186,1182,0.0,0,0,3
80,142,1214,1190,0.0,0,0,3
80,143,812,865,0.0,0,0,3
80,144,760,453,0.0,0,0,3
80,145,1142,653,0.0,0,0,3
80,146,1067,858,0.0,0,0,3
80,147,1054,1014,0.0,0,0,3
80,148,632,1253,0.0,0,0,3
80,149,1038,947,0.0,0,0,3
80,150,1127,914,0.0,0,0,3
80,151,752,836,0.0,0,0,3
80,152,616,1010,0.0,0,0,3
80,153,1323,1348,0.0,0,0,3
80,154,736,781,0.0,0,0,3
80,155,1074,799,0.0,0,0,3
80,156,1203,1007,0.0,0,0,3
80,157,678,851,0.0,0,0,3
80,158,904,1118,0.0,0,0,3
80,159,498,1159,0.0,0,0,3
80,160,1278,1112,0.0,0,0,3
80,161,793,921,0.0,0,0,3
80,162,636,1260,0.0,0,0,3
80,163,720,1010,0.0,0,0,3
80,164,926,1165,0.0,0,0,3
80,165,973,598,0.0,0,0,3
80,166,784,417,0.0,0,0,3
80,167,907,1068,0.0,0,0,3
80,168,1484,593,0.0,0,0,3
80,169,1095,1109,0.0,0,0,3
80,170,715,1191,0.0,1,0,3
80,171,915,1375,0.0,0,0,3
80,172,1406,710,0.0,0,0,3
80,173,1028,575,0.0,0,0,3
80,174,792,999,0.0,0,0,3
80,175,1150,1399,0.0,0,0,3
80,176,925,501,0.0,0,0,3
80,177,669,1335,0.0,0,0,3
80,178,981,1373,0.0,0,0,3
80,179,819,492,0.0,0,0,3
80,180,1245,979,0.0,0,0,3
80,181,854,1013,0.0,0,0,3
80,182,954,1057,0.0,0,0,3
80,183,1004,1107,0.0,0,0,3
80,184,1267,1036,0.0,0,0,3
80,185,930,986,0.0,0,0,3
80,186,661,867,0.0,0,0,3
80,187,784,1141,0.0,1,0,3
80,188,873,573,0.0,0,0,3
80,189,948,1086,0.0,0,0,3
80,190,1363,1117,0.0,0,0,3
80,191,1078,957,0.0,0,0,3
80,192,1148,857,0.0,0,0,3
80,193,695,703,0.0,0,0,3
80,194,957,1272,0.0,0,0,3
80,195,1032,1107,0.0,0,0,3
80,196,1041,777,0.0,0,0,3
80,197,991,895,0.0,0,0,3
80,198,1005,961,0.0,0,0,3
80,199,1422,835,0.0,0,0,3
80,200,992,798,0.0,0,0,3

