Iteration,Cheesecake,Profiterole,Mudcake
1,0,24,17
2,0,24,15
3,0,24,16
4,0,24,17
5,0,25,16
6,0,25,17
7,0,25,17
8,0,25,16
9,0,25,17
10,0,25,16
