Iteration,Cheesecake,Profiterole,Mudcake
1,0,25,15
2,0,25,17
3,0,25,16
4,0,25,17
5,0,26,16
6,0,27,17
7,0,26,17
8,0,26,15
9,0,27,17
10,0,27,16
