Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.0622927529410646,77,77.0%,40,40.0%,43,NaN,0,0.0,3.0872781295687974,25,100.0,2.008412511528458,15,0.0
2,1.1940763374688412,87,87.0%,42,42.0%,43,NaN,0,0.0,3.2810400523594,25,100.0,2.5414170306411563,17,100.0
3,1.10211230543947,89,89.0%,41,41.0%,43,NaN,0,0.0,2.7878535809627336,25,100.0,2.7064215375525866,16,100.0
4,1.3353020176530597,90,90.0%,42,42.0%,43,NaN,0,0.0,3.693737831995587,25,100.0,2.8050308623382416,17,100.0
5,1.1439144391959934,90,90.0%,42,42.0%,45,NaN,0,0.0,2.8128908897185436,26,100.0,2.5785175491823256,16,100.0
6,1.2871122542363966,93,93.0%,44,44.0%,45,NaN,0,0.0,3.166517982301348,27,100.0,2.8988598677377904,17,100.0
7,1.1647817804077356,92,92.0%,43,43.0%,45,NaN,0,0.0,2.9095587850229427,26,100.0,2.5518531018860653,17,100.0
8,1.0488165828180982,88,88.0%,41,41.0%,45,NaN,0,0.0,2.577633910491592,26,100.0,2.366448538064278,15,0.0
9,1.2651251495750815,91,91.0%,44,44.0%,45,NaN,0,0.0,3.2268703142787234,27,100.0,2.6633679241413333,17,100.0
10,1.1656682489479515,88,88.0%,43,43.0%,45,NaN,0,0.0,3.151624752203986,27,100.0,2.164036333593219,16,100.0
