Iteration,Cheesecake,Profiterole,Mudcake
1,0,19,13
2,0,19,13
3,0,19,13
4,0,18,13
5,0,19,13
6,0,19,13
7,0,19,13
8,0,18,14
9,0,19,14
10,0,20,14
