Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.674220937839891,96,96.0%,52,52.0%,53,NaN,0,0.0,3.6017586399928434,31,100.0,2.96846672921019,21,100.0
2,1.5521113376217697,89,89.0%,53,53.0%,56,NaN,0,0.0,2.925559932592094,33,100.0,2.933382799331891,20,100.0
3,1.7408435811065965,98,98.0%,55,55.00000000000001%,56,NaN,0,0.0,3.3744548150044777,34,100.0,3.1363674607755914,21,100.0
4,1.5132751806510254,97,97.0%,54,54.0%,56,NaN,0,0.0,3.0963777928024347,33,100.0,2.457352545131112,21,100.0
5,1.473988842287683,97,97.0%,54,54.0%,56,NaN,0,0.0,2.789297691202527,34,100.0,2.7676030209542466,20,100.0
6,1.7155100804677514,98,98.0%,55,55.00000000000001%,56,NaN,0,0.0,3.2695318279416092,34,100.0,3.182822886235099,21,100.0
7,1.5670666494082408,99,99.0%,54,54.0%,56,NaN,0,0.0,2.825234023449765,33,100.0,3.173697108349093,21,100.0
8,1.5979252862452962,96,96.0%,54,54.0%,56,NaN,0,0.0,3.139594633526253,33,100.0,2.8092952859081652,21,100.0
9,1.4774179081695176,94,94.0%,54,54.0%,56,NaN,0,0.0,2.9244455005815766,34,100.0,2.5617544648879838,20,100.0
10,1.7413859634910913,94,94.0%,54,54.0%,56,NaN,0,0.0,3.4620002811817145,34,100.0,2.9946293535056245,20,100.0
