Iteration,Cheesecake,Profiterole,Mudcake
1,0,31,21
2,0,33,20
3,0,34,21
4,0,33,21
5,0,34,20
6,0,34,21
7,0,33,21
8,0,33,21
9,0,34,20
10,0,34,20
