Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.47641366412639,[D@43d38654,88.0%,88.0%,30.76923076923077%,44,44,44,143
2,3.8790995666541397,[D@75361cf6,90.0%,90.0%,26.16279069767442%,45,45,45,172
3,4.112251509596821,[D@6d303498,94.0%,94.0%,29.375%,47,47,47,160
4,4.202157454631497,[D@6ba7383d,94.0%,94.0%,29.01234567901235%,47,47,47,162
5,4.225580421514071,[D@3419e23b,94.0%,94.0%,29.01234567901235%,47,47,47,162
6,4.2932595796248005,[D@710d89e2,94.0%,94.0%,29.01234567901235%,47,47,47,162
7,4.339530781457471,[D@1d75e7af,94.0%,94.0%,29.01234567901235%,47,47,47,162
8,4.360920296890739,[D@4fc142ec,94.0%,94.0%,29.01234567901235%,47,47,47,162
9,4.366138428148721,[D@34b27915,94.0%,94.0%,29.01234567901235%,47,47,47,162
10,4.378272896128034,[D@29eda4f8,94.0%,94.0%,27.325581395348834%,47,47,47,172
11,4.39855619052982,[D@1b9776f5,94.0%,94.0%,27.325581395348834%,47,47,47,172
12,4.408583553476871,[D@5e048149,94.0%,94.0%,27.325581395348834%,47,47,47,172
13,4.412517590613786,[D@79d9214d,94.0%,94.0%,27.325581395348834%,47,47,47,172
14,4.4148601495703375,[D@3d5790ea,94.0%,94.0%,27.325581395348834%,47,47,47,172
15,4.4148601495703375,[D@1dd7796b,94.0%,94.0%,27.325581395348834%,47,47,47,172
16,4.42986556866912,[D@67a3bd51,94.0%,94.0%,25.543478260869566%,47,47,47,184
17,4.433885333506957,[D@57402ba1,94.0%,94.0%,25.543478260869566%,47,47,47,184
18,4.441528772762272,[D@56913163,94.0%,94.0%,25.543478260869566%,47,47,47,184
19,4.442134324037736,[D@702b06fb,94.0%,94.0%,25.543478260869566%,47,47,47,184
20,4.4448982560602355,[D@a18649a,94.0%,94.0%,25.543478260869566%,47,47,47,184
21,4.45335559719354,[D@5c534b5b,94.0%,94.0%,25.543478260869566%,47,47,47,184
22,4.455193319533372,[D@396639b,94.0%,94.0%,25.543478260869566%,47,47,47,184
23,4.464926159426904,[D@2b22a1cc,94.0%,94.0%,25.543478260869566%,47,47,47,184
24,4.467622660096556,[D@62573c86,94.0%,94.0%,25.543478260869566%,47,47,47,184
25,4.475001252194071,[D@2418ba04,94.0%,94.0%,25.543478260869566%,47,47,47,184
26,4.478636353939984,[D@14229fa7,94.0%,94.0%,25.543478260869566%,47,47,47,184
27,4.482706200773517,[D@2ab0702e,94.0%,94.0%,25.543478260869566%,47,47,47,184
28,4.490425829304052,[D@7158daf2,94.0%,94.0%,25.543478260869566%,47,47,47,184
29,4.491919297542181,[D@10f19647,94.0%,94.0%,25.543478260869566%,47,47,47,184
30,4.4973957688528525,[D@102efc59,94.0%,94.0%,25.543478260869566%,47,47,47,184
31,4.500749395523796,[D@3936df72,94.0%,94.0%,25.543478260869566%,47,47,47,184
32,4.504054221789026,[D@e8e0dec,94.0%,94.0%,25.543478260869566%,47,47,47,184
33,4.508885173683872,[D@12d1f1d4,94.0%,94.0%,25.543478260869566%,47,47,47,184
