Iteration,Cheesecake,Profiterole,Mudcake
1,0,12,7
2,0,12,5
3,0,11,2
4,0,12,0
5,0,12,0
6,0,12,0
7,0,11,0
8,0,12,0
9,0,12,0
10,0,12,0
