Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.8421619814310988,62,62.0%,32,32.0%,33,NaN,0,0.0,3.1370113626940843,19,100.0,2.3124994678846975,13,100.0
2,0.8433334828947006,62,62.0%,31,31.0%,33,NaN,0,0.0,3.1385744182779316,19,100.0,2.3199173967056037,12,100.0
3,1.0264332038826118,72,72.0%,32,32.0%,33,NaN,0,0.0,3.4043068363473363,19,100.0,3.447149777834092,13,100.0
4,0.9375071333446039,74,74.0%,31,31.0%,33,NaN,0,0.0,2.959697681875573,18,100.0,3.373012921725005,13,100.0
5,0.9254703216159089,77,77.0%,32,32.0%,33,NaN,0,0.0,2.807425599624205,19,100.0,3.5011142806962714,13,100.0
6,0.9762931699868912,70,70.0%,33,33.0%,34,NaN,0,0.0,3.492056610689675,19,100.0,2.674792154328844,14,100.0
7,0.8357042080702998,74,74.0%,32,32.0%,34,NaN,0,0.0,2.9673327913504455,18,100.0,2.3198792740555336,14,100.0
8,1.0006958696536916,67,67.0%,32,32.0%,34,NaN,0,0.0,3.480399292807201,19,100.0,2.878646130372273,13,100.0
9,0.9420610201459466,78,78.0%,32,32.0%,34,NaN,0,0.0,2.81886822994896,18,100.0,3.3435749135010298,14,100.0
10,0.9004997997569546,68,68.0%,31,31.0%,34,NaN,0,0.0,3.2202171226474117,19,100.0,2.4681593667724653,12,0.0
