Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
1,1,661,711,0.0,0,0,1
1,2,773,1068,0.0,0,0,1
1,3,713,1099,0.0,0,0,1
1,4,942,1325,0.0,0,0,1
1,5,1036,989,0.0,0,0,1
1,6,996,1146,0.0,0,0,1
1,7,1024,839,0.0,0,0,1
1,8,1017,967,0.0,0,0,1
1,9,760,1215,0.0,0,0,1
1,10,871,622,0.0,0,0,1
1,11,889,1208,0.0,0,0,1
1,12,1171,1116,0.0,0,0,1
1,13,1026,1269,0.0,0,0,1
1,14,758,954,0.0,0,0,1
1,15,1046,705,0.0,0,0,1
1,16,931,1253,0.0,0,0,1
1,17,802,924,0.0,0,0,1
1,18,832,980,0.0,0,0,1
1,19,1523,734,0.0,0,0,1
1,20,1153,1391,0.0,0,0,1
1,21,1429,1250,0.0,0,0,2
1,22,1267,960,0.0,0,0,2
1,23,742,812,0.0,0,0,2
1,24,900,984,0.0,0,0,2
1,25,965,1065,0.0,1,0,2
1,26,735,1078,0.0,0,0,2
1,27,1226,782,0.0,0,0,2
1,28,1444,692,0.0,0,0,2
1,29,1219,1139,0.0,0,0,2
1,30,945,1068,0.0,0,0,2
1,31,1240,1430,0.0,0,0,2
1,32,1006,1378,0.0,0,0,2
1,33,754,926,0.0,0,0,2
1,34,1606,819,0.0,0,0,2
1,35,641,1151,0.0,0,0,2
1,36,1242,1067,0.0,0,0,2
1,37,1528,1151,0.0,0,0,2
1,38,1241,1052,0.0,0,0,2
1,39,479,630,0.0,0,0,2
1,40,791,736,0.0,0,0,2
1,41,1403,1095,0.0,0,0,2
1,42,891,857,0.0,0,0,2
1,43,1414,609,0.0,0,0,2
1,44,1162,1269,0.0,0,0,2
1,45,868,964,0.0,0,0,2
1,46,745,659,0.0,0,0,2
1,47,1110,1093,0.0,0,0,2
1,48,849,948,0.0,0,0,2
1,49,1251,744,0.0,0,0,2
1,50,1288,622,0.0,0,0,2
1,51,960,238,0.0,0,0,2
1,52,1012,1126,0.0,0,0,2
1,53,1254,1202,0.0,0,0,2
1,54,1109,1438,0.0,0,0,2
1,55,1085,1371,0.0,0,0,2
1,56,894,1160,0.0,0,0,2
1,57,1436,886,0.0,0,0,2
1,58,1046,1019,0.0,1,0,2
1,59,1300,1187,0.0,0,0,2
1,60,1055,1231,0.0,0,0,2
1,61,1126,1117,0.0,0,0,2
1,62,572,910,0.0,0,0,2
1,63,946,928,0.0,1,0,2
1,64,979,1182,0.0,0,0,2
1,65,583,921,0.0,0,0,2
1,66,1082,1037,0.0,1,0,2
1,67,918,667,0.0,0,0,2
1,68,547,1163,0.0,0,0,2
1,69,1259,1090,0.0,0,0,2
1,70,1219,601,0.0,0,0,2
1,71,1166,1211,0.0,0,0,2
1,72,1260,1140,0.0,0,0,2
1,73,1205,826,0.0,0,0,2
1,74,1061,833,0.0,0,0,2
1,75,1074,1205,0.0,0,0,2
1,76,1223,930,0.0,0,0,2
1,77,474,1185,0.0,0,0,2
1,78,1220,1415,0.0,0,0,2
1,79,1137,1024,0.0,0,0,2
1,80,1112,1071,0.0,0,0,2
1,81,981,1247,0.0,0,0,2
1,82,1043,885,0.0,1,0,2
