Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.10704667830503956,5,5.0%,5,5.0%,13,NaN,0,0.0,1.7841113050839927,5,0.0,0.0,0,0.0
2,0.13755798697040703,6,6.0%,6,6.0%,11,NaN,0,0.0,2.7511597394081404,6,100.0,0.0,0,0.0
3,0.035199330217547835,3,3.0%,2,2.0%,10,NaN,0,0.0,0.7039866043509566,2,0.0,0.0,0,0.0
4,0.03489619253300678,1,1.0%,1,1.0%,8,NaN,0,0.0,0.8724048133251695,1,0.0,0.0,0,0.0
5,0.034958391043508674,1,1.0%,1,1.0%,6,NaN,0,0.0,1.1652797014502891,1,0.0,NaN,0,0.0
6,0.02813393039433012,1,1.0%,1,1.0%,5,NaN,0,0.0,1.406696519716506,1,0.0,NaN,0,0.0
7,0.0310642533815009,1,1.0%,1,1.0%,4,NaN,0,0.0,3.10642533815009,1,100.0,NaN,0,0.0
8,0.021066887481641382,1,1.0%,1,1.0%,4,NaN,0,0.0,2.1066887481641383,1,100.0,NaN,0,0.0
9,0.03306446044556005,1,1.0%,1,1.0%,4,NaN,0,0.0,3.3064460445560053,1,100.0,NaN,0,0.0
10,0.01255670954630189,1,1.0%,1,1.0%,4,NaN,0,0.0,1.255670954630189,1,100.0,NaN,0,0.0
