Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.5761165085829837,57,56.99999999999999%,20,20.0%,21,NaN,0,0.0,3.074079243873378,12,100.0,3.3995398822416005,8,100.0
2,0.407411202725074,51,51.0%,19,19.0%,21,NaN,0,0.0,2.2941625021007996,11,100.0,2.2150475356283708,8,100.0
3,0.33537577172162214,27,27.0%,18,18.0%,21,NaN,0,0.0,1.8248286733266141,12,100.0,1.9234945379384942,6,0.0
4,0.49435255342353485,42,42.0%,16,16.0%,18,NaN,0,0.0,3.6081725836465597,10,100.0,2.8269503482557403,6,100.0
5,0.4317697689550044,37,37.0%,16,16.0%,18,NaN,0,0.0,3.0081904314805854,10,100.0,2.683877168695862,6,100.0
6,0.29980286023984865,40,40.0%,13,13.0%,18,NaN,0,0.0,2.432975880172297,10,100.0,1.347250517072365,3,0.0
7,0.27318627712526516,36,36.0%,12,12.0%,17,NaN,0,0.0,2.7416419206300535,10,100.0,0.5287700853712077,2,0.0
8,0.2637604610890329,34,34.0%,10,10.0%,16,NaN,0,0.0,2.930671789878143,10,100.0,0.0,0,0.0
9,0.2415779298984719,36,36.0%,10,10.0%,15,NaN,0,0.0,2.6841992210941323,10,100.0,0.0,0,0.0
10,0.2793416630908185,33,33.0%,10,10.0%,14,NaN,0,0.0,3.10379625656465,10,100.0,0.0,0,0.0
