Iteration,Cheesecake,Profiterole,Mudcake
1,0,12,8
2,0,11,8
3,0,12,6
4,0,10,6
5,0,10,6
6,0,10,3
7,0,10,2
8,0,10,0
9,0,10,0
10,0,10,0
