Iteration,Cheesecake,Profiterole,Mudcake
1,0,13,9
2,0,13,9
3,0,13,9
4,0,13,9
5,0,13,6
6,0,13,9
7,0,12,8
8,0,13,7
9,0,13,8
10,0,13,8
