Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.5099966834944957,33,33.0%,18,18.0%,21,NaN,0,0.0,2.379712718539072,10,0.0,3.5461183493599697,8,100.0
2,0.54212024498855,46,46.0%,20,20.0%,21,NaN,0,0.0,2.7729927428004157,12,100.0,3.3870149040072044,8,100.0
3,0.4241938453623807,43,43.0%,18,18.0%,21,NaN,0,0.0,2.4739222046669567,11,100.0,2.1723200407002214,7,100.0
4,0.41509501135027727,37,37.0%,15,15.0%,21,NaN,0,0.0,2.887074389480095,11,100.0,1.3930975501066685,4,0.0
5,0.37786239818362993,27,27.0%,16,16.0%,20,NaN,0,0.0,1.9981746794329502,10,0.0,2.634386390766758,6,100.0
6,0.283107059034051,16,16.0%,12,12.0%,18,NaN,0,0.0,2.1520403910566213,8,0.0,1.4903903973159185,4,0.0
7,0.3315049890550537,38,38.0%,12,12.0%,17,NaN,0,0.0,3.1975152461066108,10,100.0,0.8745723381091753,2,0.0
8,0.29513953883089167,33,33.0%,11,11.0%,16,NaN,0,0.0,3.083095147156996,10,100.0,0.4415243896690512,1,0.0
9,0.230494740371254,29,28.999999999999996%,10,10.0%,15,NaN,0,0.0,2.561052670791711,10,100.0,0.0,0,0.0
10,0.30514454578019407,26,26.0%,10,10.0%,14,NaN,0,0.0,3.3904949531132673,10,100.0,0.0,0,0.0
