Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,8
2,0,12,8
3,0,11,7
4,0,11,4
5,0,10,6
6,0,8,4
7,0,10,2
8,0,10,1
9,0,10,0
10,0,10,0
