Iteration,Cheesecake,Profiterole,Mudcake
1,0,30,21
2,0,30,21
3,0,30,21
4,0,31,21
5,0,31,21
6,0,31,21
7,0,31,23
8,0,31,23
9,0,31,23
10,0,30,23
