Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.636022577193583,87,87.0%,51,51.0%,53,NaN,0,0.0,3.2669671171759784,30,100.0,3.2796622102039463,21,100.0
2,1.4088475171381547,90,90.0%,51,51.0%,53,NaN,0,0.0,2.661693267670395,30,100.0,3.0516976841851813,21,100.0
3,1.5765675961065955,90,90.0%,51,51.0%,53,NaN,0,0.0,3.096830002540941,30,100.0,3.2375929767215674,21,100.0
4,1.6608251589588199,90,90.0%,52,52.0%,53,NaN,0,0.0,3.205621896997691,31,100.0,3.4956929492975584,21,100.0
5,1.5887404298546124,92,92.0%,52,52.0%,53,NaN,0,0.0,2.9799566205181622,31,100.0,3.4737672184958184,21,100.0
6,1.6678689865365548,93,93.0%,52,52.0%,53,NaN,0,0.0,3.1929719215256216,31,100.0,3.549887050394342,21,100.0
7,1.5442523011756157,93,93.0%,54,54.0%,55,NaN,0,0.0,3.0280522564954904,31,100.0,2.890166473758948,23,100.0
8,1.595519518012532,93,93.0%,54,54.0%,55,NaN,0,0.0,2.9121017848149946,31,100.0,3.2813135571274246,23,100.0
9,1.5452914607503303,90,90.0%,54,54.0%,55,NaN,0,0.0,3.0138818928463165,31,100.0,2.9142131495292514,23,100.0
10,1.5337680630145127,92,92.0%,53,53.0%,55,NaN,0,0.0,2.7144087496983103,30,100.0,3.270206536841,23,100.0
