Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,0
2,0,8,1
3,0,9,1
4,0,8,1
5,0,9,1
6,0,8,1
7,0,9,1
8,0,4,1
9,0,8,1
10,0,8,1
