Iteration,Cheesecake,Profiterole,Mucake
1,0,19,14
2,0,20,15
3,0,20,16
4,0,21,18
5,0,21,18
6,0,21,19
7,0,21,19
8,0,21,19
9,0,21,19
10,0,21,19
11,0,21,19
12,0,21,19
13,0,21,19
14,0,21,19
15,0,21,19
16,0,21,19
17,0,21,19
18,0,21,19
19,0,21,19
20,0,21,19
21,0,21,19
22,0,21,19
23,0,21,19
24,0,21,19
25,0,21,19
26,0,21,19
27,0,21,19
28,0,22,19
29,0,22,19
30,0,23,19
31,0,23,19
32,0,23,19
33,0,23,19
34,0,23,19
35,0,23,19
36,0,23,19
37,0,23,19
38,0,23,19
39,0,23,19
40,0,23,19
41,0,23,19
42,0,23,19
43,0,23,19
44,0,23,19
45,0,23,19
46,0,23,19
47,0,23,19
48,0,23,19
49,0,23,19
50,0,23,19
51,0,23,19
52,0,23,19
53,0,23,19
54,0,23,19
55,0,23,19
56,0,23,19
57,0,23,19
58,0,23,19
59,0,23,19
60,0,23,19
61,0,23,19
62,0,23,19
63,0,23,19
64,0,23,19
65,0,23,20
66,0,23,20
67,0,23,20
68,0,23,20
69,0,23,20
70,0,23,20
71,0,23,20
72,0,23,20
73,0,23,20
74,0,23,20
75,0,23,20
76,0,23,20
77,0,23,20
78,0,23,20
79,0,23,20
80,0,23,20
81,0,23,20
82,0,23,20
83,0,23,20
84,0,23,20
85,0,23,20
86,0,23,20
87,0,23,20
88,0,23,20
89,0,23,20
90,0,23,20
91,0,23,20
92,0,23,20
93,0,23,20
94,0,23,20
95,0,23,20
96,0,23,20
97,0,23,20
98,0,23,20
99,0,23,20
100,0,23,20
