Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
2,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
3,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
4,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
5,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
6,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
7,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
8,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
9,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
10,0.0,0,0.0%,0,0.0%,3,NaN,0,0.0,NaN,0,0.0,NaN,0,0.0
