Iteration,Cheesecake,Profiterole,Mudcake
1,0,10,0
2,0,12,1
3,0,14,2
4,0,10,3
5,0,11,3
6,0,6,2
7,0,5,1
8,0,4,0
9,0,4,0
10,0,2,0
