Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.6121625818678433,[D@4dc27487,96.0%,96.0%,34.53237410071942%,48,48,48,139
2,4.17507642765074,[D@6a4f1a55,98.0%,98.0%,28.488372093023255%,49,49,49,172
3,4.336284198822706,[D@7dfd3c81,98.0%,98.0%,30.625000000000004%,49,49,49,160
4,4.405074631105925,[D@2584b82d,98.0%,98.0%,30.625000000000004%,49,49,49,160
5,4.464290523770985,[D@7bbc8656,98.0%,98.0%,28.823529411764703%,49,49,49,170
6,4.507311369528341,[D@6933b6c6,98.0%,98.0%,28.823529411764703%,49,49,49,170
7,4.51833976350639,[D@7d3e8655,98.0%,98.0%,28.823529411764703%,49,49,49,170
8,4.539501157406373,[D@7dfb0c0f,98.0%,98.0%,27.22222222222222%,49,49,49,180
9,4.579022694567575,[D@626abbd0,98.0%,98.0%,27.22222222222222%,49,49,49,180
10,4.589401987983198,[D@169bb4dd,98.0%,98.0%,27.22222222222222%,49,49,49,180
11,4.612626128215561,[D@1f9e9475,98.0%,98.0%,27.22222222222222%,49,49,49,180
12,4.616058894039339,[D@3aa078fd,98.0%,98.0%,27.22222222222222%,49,49,49,180
13,4.622492339481899,[D@d23e042,98.0%,98.0%,27.22222222222222%,49,49,49,180
14,4.638136036250375,[D@46d59067,98.0%,98.0%,27.22222222222222%,49,49,49,180
15,4.658057335954338,[D@2d0399f4,98.0%,98.0%,27.22222222222222%,49,49,49,180
16,4.665756683114291,[D@14dd7b39,98.0%,98.0%,27.22222222222222%,49,49,49,180
17,4.6691368337703745,[D@66ea810,98.0%,98.0%,27.22222222222222%,49,49,49,180
18,4.679023958738361,[D@6cd24612,98.0%,98.0%,27.22222222222222%,49,49,49,180
19,4.6950949365422066,[D@5dafbe45,98.0%,98.0%,27.22222222222222%,49,49,49,180
20,4.754112207965451,[D@2254127a,100.0%,100.0%,27.77777777777778%,50,50,50,180
21,4.765253197437138,[D@51891008,100.0%,100.0%,25.906735751295333%,50,50,50,193
22,4.765253197437138,[D@2f953efd,100.0%,100.0%,25.906735751295333%,50,50,50,193
23,4.766415475097307,[D@f68f0dc,100.0%,100.0%,25.906735751295333%,50,50,50,193
24,4.778238353719154,[D@d2de489,100.0%,100.0%,25.906735751295333%,50,50,50,193
25,4.784596303729263,[D@14bdbc74,100.0%,100.0%,25.906735751295333%,50,50,50,193
26,4.786866896118109,[D@12591ac8,100.0%,100.0%,25.906735751295333%,50,50,50,193
27,4.787356605340166,[D@5a7fe64f,100.0%,100.0%,25.906735751295333%,50,50,50,193
28,4.800004213699578,[D@38145825,100.0%,100.0%,25.906735751295333%,50,50,50,193
29,4.809856792992821,[D@41330d4f,100.0%,100.0%,25.906735751295333%,50,50,50,193
30,4.809856792992821,[D@1b66c0fb,100.0%,100.0%,25.906735751295333%,50,50,50,193
31,4.816371134419981,[D@3e0e1046,100.0%,100.0%,25.906735751295333%,50,50,50,193
32,4.829755910730832,[D@24c1b2d2,100.0%,100.0%,25.906735751295333%,50,50,50,193
33,4.829755910730832,[D@7dc19a70,100.0%,100.0%,25.906735751295333%,50,50,50,193
