Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.529046469705055,[D@2d0566ba,88.0%,88.0%,29.931972789115648%,44,44,44,147
2,3.944381814604827,[D@733037,94.0%,94.0%,27.011494252873565%,47,47,47,174
3,4.210833363254766,[D@7728643a,96.0%,96.0%,26.96629213483146%,48,48,48,178
4,4.2644794700352975,[D@320e400,96.0%,96.0%,29.09090909090909%,48,48,48,165
5,4.394508149306606,[D@5167268,98.0%,98.0%,29.6969696969697%,49,49,49,165
6,4.431209987730237,[D@1cfd1875,98.0%,98.0%,29.518072289156628%,49,49,49,166
7,4.461780359459605,[D@28c0b664,98.0%,98.0%,29.518072289156628%,49,49,49,166
8,4.492472111890672,[D@2c444798,98.0%,98.0%,29.518072289156628%,49,49,49,166
9,4.511052811720823,[D@1af7f54a,98.0%,98.0%,27.84090909090909%,49,49,49,176
10,4.543059860139895,[D@6ebd78d1,98.0%,98.0%,27.84090909090909%,49,49,49,176
11,4.557379614585123,[D@436390f4,98.0%,98.0%,27.84090909090909%,49,49,49,176
12,4.586299448527535,[D@4d157787,98.0%,98.0%,27.84090909090909%,49,49,49,176
13,4.593332393007939,[D@68ed96ca,98.0%,98.0%,27.84090909090909%,49,49,49,176
14,4.606633420945311,[D@6d1310f6,98.0%,98.0%,27.84090909090909%,49,49,49,176
15,4.6317726020551335,[D@3228d990,98.0%,98.0%,27.84090909090909%,49,49,49,176
16,4.6446346373102845,[D@54e7391d,98.0%,98.0%,27.84090909090909%,49,49,49,176
17,4.666069419219562,[D@50b8ae8d,98.0%,98.0%,27.84090909090909%,49,49,49,176
18,4.667986656689264,[D@255990cc,98.0%,98.0%,27.84090909090909%,49,49,49,176
19,4.691538991080708,[D@51c929ae,98.0%,98.0%,26.063829787234045%,49,49,49,188
20,4.698294974132098,[D@3c8bdd5b,98.0%,98.0%,26.063829787234045%,49,49,49,188
21,4.70680799684489,[D@29d2d081,98.0%,98.0%,26.063829787234045%,49,49,49,188
22,4.715067400224342,[D@40e4ea87,98.0%,98.0%,26.063829787234045%,49,49,49,188
23,4.71695443787246,[D@58783f6c,98.0%,98.0%,26.063829787234045%,49,49,49,188
24,4.724063580665366,[D@3a7b503d,98.0%,98.0%,26.063829787234045%,49,49,49,188
25,4.7301824049829495,[D@512d92b,98.0%,98.0%,26.063829787234045%,49,49,49,188
26,4.735194383144678,[D@62c5bbdc,98.0%,98.0%,26.063829787234045%,49,49,49,188
27,4.737555603487736,[D@7bdf6bb7,98.0%,98.0%,26.063829787234045%,49,49,49,188
28,4.738472840957438,[D@1bc53649,98.0%,98.0%,26.063829787234045%,49,49,49,188
29,4.7456055869078595,[D@88d6f9b,98.0%,98.0%,26.063829787234045%,49,49,49,188
30,4.7456055869078595,[D@47d93e0d,98.0%,98.0%,26.063829787234045%,49,49,49,188
31,4.751154726081034,[D@475b7792,98.0%,98.0%,26.063829787234045%,49,49,49,188
32,4.75174708522828,[D@751e664e,98.0%,98.0%,26.063829787234045%,49,49,49,188
33,4.757664930027311,[D@160c3ec1,98.0%,98.0%,26.063829787234045%,49,49,49,188
34,4.758999700630001,[D@182b435b,98.0%,98.0%,26.063829787234045%,49,49,49,188
35,4.758999700630001,[D@4d0402b,98.0%,98.0%,26.063829787234045%,49,49,49,188
36,4.7660075102952915,[D@2fa7ae9,98.0%,98.0%,26.063829787234045%,49,49,49,188
37,4.7660075102952915,[D@7577b641,98.0%,98.0%,26.063829787234045%,49,49,49,188
38,4.770105292853213,[D@3704122f,98.0%,98.0%,24.5%,49,49,49,200
39,4.770105292853213,[D@3153ddfc,98.0%,98.0%,24.5%,49,49,49,200
40,4.771813496785712,[D@60afd40d,98.0%,98.0%,24.5%,49,49,49,200
41,4.771813496785712,[D@28a2a3e7,98.0%,98.0%,24.5%,49,49,49,200
42,4.771813496785712,[D@3f2049b6,98.0%,98.0%,24.5%,49,49,49,200
43,4.771813496785712,[D@10b3df93,98.0%,98.0%,24.5%,49,49,49,200
44,4.772635351200838,[D@ea27e34,98.0%,98.0%,24.5%,49,49,49,200
45,4.772635351200838,[D@33a2499c,98.0%,98.0%,24.5%,49,49,49,200
46,4.772635351200838,[D@e72dba7,98.0%,98.0%,24.5%,49,49,49,200
47,4.772635351200838,[D@33c2bd,98.0%,98.0%,24.5%,49,49,49,200
48,4.774635351200839,[D@1dfd5f51,98.0%,98.0%,24.5%,49,49,49,200
49,4.774635351200839,[D@3c321bdb,98.0%,98.0%,24.5%,49,49,49,200
50,4.781221137638466,[D@24855019,98.0%,98.0%,24.5%,49,49,49,200
51,4.7858070140553055,[D@3abd581e,98.0%,98.0%,24.5%,49,49,49,200
52,4.7858070140553055,[D@4d4d8fcf,98.0%,98.0%,24.5%,49,49,49,200
53,4.7858070140553055,[D@610db97e,98.0%,98.0%,24.5%,49,49,49,200
54,4.786221227617679,[D@6f0628de,98.0%,98.0%,24.5%,49,49,49,200
55,4.786221227617679,[D@3fabf088,98.0%,98.0%,24.5%,49,49,49,200
56,4.787147437300347,[D@1e392345,98.0%,98.0%,24.5%,49,49,49,200
57,4.788383505277847,[D@12f3afb5,98.0%,98.0%,24.5%,49,49,49,200
58,4.78926039965223,[D@4ced35ed,98.0%,98.0%,24.5%,49,49,49,200
59,4.78926039965223,[D@2c22a348,98.0%,98.0%,24.5%,49,49,49,200
60,4.789846186089856,[D@7bd69e82,98.0%,98.0%,24.5%,49,49,49,200
61,4.789846186089856,[D@74d7184a,98.0%,98.0%,24.5%,49,49,49,200
62,4.796227112196553,[D@51b01960,98.0%,98.0%,24.5%,49,49,49,200
63,4.796227112196553,[D@6831d8fd,98.0%,98.0%,24.5%,49,49,49,200
64,4.797797030709476,[D@27dc79f7,98.0%,98.0%,24.5%,49,49,49,200
