Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,1.697900429220357,87,87.0%,51,51.0%,53,NaN,0,0.0,3.472306377210371,30,100.0,3.28104258028623,21,100.0
2,1.6877156516345286,90,90.0%,52,52.0%,53,NaN,0,0.0,3.43827820556878,31,100.0,3.281160949819472,21,100.0
3,1.6765226162157019,87,87.0%,52,52.0%,53,NaN,0,0.0,3.583079474444415,31,100.0,3.0079938694118864,21,100.0
4,1.8912556118945159,90,90.0%,55,55.00000000000001%,56,NaN,0,0.0,3.8029321668671336,34,100.0,3.1814399841418113,21,100.0
5,1.662106571212071,90,90.0%,57,56.99999999999999%,59,NaN,0,0.0,2.871707147130098,36,100.0,3.1414599912261774,21,100.0
6,1.8467495744482365,89,89.0%,56,56.00000000000001%,59,NaN,0,0.0,3.477731882088497,37,100.0,2.973830484481888,19,0.0
7,1.6603911990973215,90,90.0%,56,56.00000000000001%,59,NaN,0,0.0,3.3271937646043135,36,100.0,2.3130072191988416,20,100.0
8,1.8281179141311026,88,88.0%,57,56.99999999999999%,59,NaN,0,0.0,3.435980817041084,37,100.0,2.9558240999815637,20,100.0
9,1.9866097335403006,90,90.0%,58,57.99999999999999%,59,NaN,0,0.0,3.7110234407003313,37,100.0,3.253206474440912,21,100.0
10,1.7772440068945883,91,91.0%,60,60.0%,62,NaN,0,0.0,3.254609627929035,40,100.0,2.539731260011325,20,100.0
