Iteration,Cheesecake,Profiterole,Mudcake
1,0,9,3
2,0,13,4
3,0,13,3
4,0,12,3
5,0,9,3
6,0,10,2
7,0,9,1
8,0,6,0
9,0,5,0
10,0,2,0
