Iteration,Cheesecake,Profiterole,Mucake
1,0,20,23
2,0,25,20
3,0,27,20
4,1,24,22
5,0,24,23
6,0,19,28
7,0,20,27
8,1,18,28
9,1,21,25
10,1,21,25
11,1,20,26
12,1,20,26
13,1,21,25
14,1,20,26
15,1,19,27
16,1,17,29
17,1,18,28
18,1,22,24
19,1,21,25
20,1,21,25
21,1,21,25
22,1,21,25
23,1,20,26
24,1,20,26
25,1,21,25
26,1,22,24
27,1,22,24
28,1,22,24
29,1,22,24
30,1,25,21
31,1,25,21
32,1,25,21
33,1,27,19
34,1,27,19
35,1,27,20
36,1,26,21
37,1,25,22
38,1,24,23
39,1,23,24
40,1,23,24
41,1,23,24
42,1,23,24
43,1,23,24
44,1,23,24
45,1,23,24
46,1,23,24
47,1,23,24
48,1,22,25
49,1,22,25
50,1,23,24
51,1,23,24
52,1,23,24
53,1,23,24
54,1,22,25
55,1,22,25
56,1,21,26
57,1,21,26
58,1,21,26
59,1,21,26
60,0,21,28
61,0,21,28
62,0,22,27
63,0,22,27
64,0,23,26
65,0,23,26
66,0,23,26
67,0,23,26
68,0,23,26
69,0,23,26
70,0,23,26
71,0,22,27
72,0,22,27
73,0,22,27
74,0,22,27
75,0,22,27
76,0,22,27
77,0,20,29
78,0,19,30
79,0,19,30
80,0,19,30
81,0,19,30
82,0,19,30
83,0,19,30
84,0,19,30
85,0,19,30
86,0,20,29
87,0,20,29
88,0,20,29
89,0,21,28
90,0,21,28
91,0,21,28
92,0,21,28
93,0,22,27
94,0,22,27
95,0,22,27
96,0,22,27
97,0,22,27
98,0,22,27
99,0,22,27
100,0,22,27
