Iteration,Cheesecake,Profiterole,Mucake
1,1,26,20
2,0,23,26
3,1,24,24
4,1,22,26
5,0,20,29
6,0,20,29
7,0,20,29
8,0,17,32
9,0,20,29
10,0,19,30
11,0,20,30
12,0,20,30
13,0,20,30
14,0,21,29
15,0,22,28
16,0,24,26
17,0,23,27
18,0,23,27
19,0,22,28
20,0,23,27
21,0,25,25
22,0,26,24
23,0,28,22
24,0,28,22
25,0,26,24
26,0,27,23
27,0,27,23
28,0,27,23
29,0,26,24
30,0,25,25
31,0,26,24
32,0,24,26
33,0,23,27
34,0,23,27
35,0,23,27
36,0,22,28
37,0,21,29
38,0,21,29
39,0,21,29
40,0,22,28
41,0,21,29
42,0,20,30
43,0,20,30
44,0,21,29
45,0,21,29
46,0,22,28
47,0,22,28
48,0,21,29
49,0,21,29
50,0,20,30
51,0,22,28
52,0,21,29
53,0,21,29
54,0,21,29
55,0,21,29
56,0,21,29
57,0,22,28
58,0,23,27
59,0,22,28
60,0,22,28
61,0,22,28
62,0,23,27
63,0,23,27
64,0,22,28
65,0,22,28
66,0,21,29
67,0,21,29
68,0,22,28
69,0,21,29
70,0,21,29
71,0,21,29
72,0,21,29
73,0,21,29
74,0,21,29
75,0,21,29
76,0,21,29
77,0,21,29
78,0,20,30
79,0,20,30
80,0,20,30
81,0,20,30
82,0,20,30
83,0,20,30
84,0,20,30
85,0,20,30
86,0,20,30
87,0,20,30
88,0,20,30
89,0,20,30
90,0,20,30
91,0,20,30
92,0,20,30
93,0,20,30
94,0,20,30
95,0,20,30
96,0,18,32
97,0,19,31
98,0,19,31
99,0,19,31
100,0,19,31
