Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,3.7992549742916824,[D@38d8f54a,94.0%,94.0%,31.543624161073826%,47,47,47,149
2,4.139173115854454,[D@49e53c76,98.0%,98.0%,27.22222222222222%,49,49,49,180
3,4.349655810774624,[D@351d00c0,98.0%,98.0%,26.923076923076923%,49,49,49,182
4,4.412665176745715,[D@2a3b5b47,98.0%,98.0%,26.923076923076923%,49,49,49,182
5,4.451428203148797,[D@55b699ef,98.0%,98.0%,26.923076923076923%,49,49,49,182
6,4.478226935787066,[D@35d019a3,98.0%,98.0%,26.923076923076923%,49,49,49,182
7,4.4937893938345495,[D@689604d9,98.0%,98.0%,26.923076923076923%,49,49,49,182
8,4.517355221801173,[D@18078bef,98.0%,98.0%,26.923076923076923%,49,49,49,182
9,4.555097020063019,[D@799f10e1,98.0%,98.0%,26.923076923076923%,49,49,49,182
10,4.57998196158552,[D@4c371370,98.0%,98.0%,26.923076923076923%,49,49,49,182
11,4.662963858745705,[D@145f66e3,100.0%,100.0%,27.472527472527474%,50,50,50,182
12,4.686979711157876,[D@3023df74,100.0%,100.0%,27.322404371584703%,50,50,50,183
13,4.687909682566314,[D@313ac989,100.0%,100.0%,27.322404371584703%,50,50,50,183
14,4.695387432741977,[D@4562e04d,100.0%,100.0%,27.322404371584703%,50,50,50,183
15,4.699555500732028,[D@2a65fe7c,100.0%,100.0%,27.322404371584703%,50,50,50,183
16,4.707599542643809,[D@4135c3b,100.0%,100.0%,27.322404371584703%,50,50,50,183
17,4.729261756850523,[D@6302bbb1,100.0%,100.0%,27.322404371584703%,50,50,50,183
18,4.746160766159394,[D@31304f14,100.0%,100.0%,27.322404371584703%,50,50,50,183
19,4.74660403977469,[D@34a3d150,100.0%,100.0%,27.322404371584703%,50,50,50,183
20,4.770441256329982,[D@2a4fb17b,100.0%,100.0%,25.64102564102564%,50,50,50,195
21,4.779530703417607,[D@5c6648b0,100.0%,100.0%,25.64102564102564%,50,50,50,195
22,4.785025037503343,[D@6f1de4c7,100.0%,100.0%,25.64102564102564%,50,50,50,195
23,4.798484516001893,[D@459e9125,100.0%,100.0%,25.64102564102564%,50,50,50,195
24,4.799597478353775,[D@128d2484,100.0%,100.0%,25.64102564102564%,50,50,50,195
25,4.802468144574232,[D@7cc0cdad,100.0%,100.0%,25.64102564102564%,50,50,50,195
26,4.80463447017392,[D@7c7b252e,100.0%,100.0%,25.64102564102564%,50,50,50,195
27,4.809623380848981,[D@4d5d943d,100.0%,100.0%,25.64102564102564%,50,50,50,195
28,4.810824013777157,[D@368f2016,100.0%,100.0%,25.64102564102564%,50,50,50,195
29,4.81349828755762,[D@4c583ecf,100.0%,100.0%,25.64102564102564%,50,50,50,195
30,4.817452345078084,[D@692f203f,100.0%,100.0%,25.64102564102564%,50,50,50,195
31,4.818866558640456,[D@48f2bd5b,100.0%,100.0%,25.64102564102564%,50,50,50,195
32,4.820171638335522,[D@7b2bbc3,100.0%,100.0%,25.64102564102564%,50,50,50,195
33,4.8207574247731495,[D@a1153bc,100.0%,100.0%,25.64102564102564%,50,50,50,195
34,4.8207574247731495,[D@1aafa419,100.0%,100.0%,25.64102564102564%,50,50,50,195
35,4.8207574247731495,[D@47eaca72,100.0%,100.0%,25.64102564102564%,50,50,50,195
36,4.8244821847610995,[D@55141def,100.0%,100.0%,25.64102564102564%,50,50,50,195
37,4.828328879313898,[D@55182842,100.0%,100.0%,25.64102564102564%,50,50,50,195
38,4.828965968725553,[D@3270d194,100.0%,100.0%,25.64102564102564%,50,50,50,195
39,4.832965968725553,[D@235834f2,100.0%,100.0%,25.64102564102564%,50,50,50,195
40,4.834297450811256,[D@5656be13,100.0%,100.0%,25.64102564102564%,50,50,50,195
41,4.834825314856257,[D@4218d6a3,100.0%,100.0%,25.64102564102564%,50,50,50,195
42,4.835656266751102,[D@76505305,100.0%,100.0%,25.64102564102564%,50,50,50,195
43,4.835656266751102,[D@14cd1699,100.0%,100.0%,25.64102564102564%,50,50,50,195
44,4.838059390988534,[D@77888435,100.0%,100.0%,25.64102564102564%,50,50,50,195
45,4.838059390988534,[D@73a1e9a9,100.0%,100.0%,25.64102564102564%,50,50,50,195
