Iteration,Passengers' mean utility,Interested passengers,% Interested passengers,Matched passengers,% Matched passengers,Total Vehicles,Cheesecake mean utility,Cheesecake matched vehicels, %Cheesecake matched vehicle,Profiterole mean utility,Profiterole matched vehicels, %Profiterole matched vehicle,Mudcake mean utility,Mudcake matched vehicels, %Mudcake matched vehicle
1,0.48576694350335897,43,43.0%,20,20.0%,21,NaN,0,0.0,2.0756424782932132,12,100.0,3.6778038698729367,8,100.0
2,0.41621661411591,51,51.0%,18,18.0%,21,NaN,0,0.0,2.417736187989622,12,100.0,2.1466519062435943,6,0.0
3,0.5337725931731043,48,48.0%,20,20.0%,21,NaN,0,0.0,2.745310241242043,12,100.0,3.311263809092566,8,100.0
4,0.41768883960686276,40,40.0%,18,18.0%,21,NaN,0,0.0,1.9734169188821182,11,100.0,2.865899693283282,7,100.0
5,0.4411687632503648,44,44.0%,17,17.0%,19,NaN,0,0.0,2.974519198852565,10,100.0,2.4780290764804844,7,100.0
6,0.43869068884090423,43,43.0%,18,18.0%,19,NaN,0,0.0,2.4106886747993914,10,100.0,3.167552972985128,8,100.0
7,0.38477787209998204,37,37.0%,16,16.0%,19,NaN,0,0.0,2.757598309434831,9,100.0,1.9513432035835305,7,100.0
8,0.3035825480449567,26,26.0%,12,12.0%,18,NaN,0,0.0,3.1551761380042125,10,100.0,0.3269449270762937,2,0.0
9,0.3004101107438042,31,31.0%,10,10.0%,17,NaN,0,0.0,3.337890119375602,10,100.0,0.0,0,0.0
10,0.22504536693059646,37,37.0%,10,10.0%,16,NaN,0,0.0,2.500504077006627,10,100.0,0.0,0,0.0
