Iteration,Cheesecake,Profiterole,Mucake
1,1,22,21
2,0,25,21
3,0,26,20
4,0,25,21
5,0,26,20
6,0,25,21
7,0,25,21
8,0,22,24
9,0,23,23
10,0,24,23
11,0,25,22
12,0,23,24
13,0,22,25
14,0,24,23
15,0,22,25
16,0,23,24
17,0,22,25
18,0,20,27
19,0,21,26
20,0,21,26
21,0,22,25
22,0,22,25
23,0,23,24
24,0,23,24
25,0,24,23
26,0,24,23
27,0,24,23
28,0,22,26
29,0,22,26
30,0,21,27
31,0,21,27
32,0,21,27
33,0,19,29
34,0,21,27
35,0,22,26
36,0,23,25
37,0,23,25
38,0,23,25
39,0,22,26
40,0,22,26
41,0,22,26
42,0,21,27
43,0,21,27
44,0,21,27
45,0,21,27
46,0,21,27
47,0,21,27
48,0,20,28
49,0,20,28
50,0,19,29
51,0,19,29
52,0,19,29
53,0,20,28
54,0,20,28
55,0,19,29
56,0,19,29
57,0,19,29
58,0,20,28
59,0,21,27
60,0,22,26
61,0,22,26
62,0,22,26
63,0,22,26
64,0,22,26
65,0,22,26
66,0,23,25
67,0,23,25
68,0,24,24
69,0,23,25
70,0,23,25
71,0,21,27
72,0,21,27
73,0,21,27
74,0,21,27
75,0,21,27
76,0,22,26
77,0,21,27
78,0,20,28
79,0,19,29
80,0,19,29
81,0,19,29
82,0,18,30
83,0,19,29
84,0,19,29
85,0,19,29
86,0,19,29
87,0,19,29
88,0,19,29
89,0,19,29
90,0,20,28
91,0,21,27
92,0,21,27
93,0,21,27
94,0,22,26
95,0,22,26
96,0,22,26
97,0,22,26
98,0,22,26
99,0,23,25
100,0,23,25
