Iteration,Cheesecake,Profiterole,Mucake
1,0,28,16
2,0,28,18
3,0,28,18
4,0,26,20
5,0,25,21
6,0,24,22
7,1,24,21
8,1,23,22
9,1,24,21
10,1,25,20
11,1,26,19
12,1,26,19
13,1,22,23
14,1,23,22
15,1,25,20
16,0,26,20
17,0,22,24
18,0,21,25
19,0,17,29
20,0,17,29
21,0,16,30
22,0,18,28
23,0,21,25
24,0,19,27
25,0,19,27
26,0,18,28
27,0,18,29
28,0,20,27
29,0,20,27
30,0,19,28
31,0,19,28
32,0,20,27
33,0,18,29
34,0,17,30
35,0,17,30
36,0,17,30
37,0,19,28
38,0,20,27
39,0,21,26
40,0,20,27
41,0,21,26
42,0,22,25
43,0,24,23
44,0,23,24
45,0,23,24
46,0,23,24
47,0,23,24
48,0,23,24
49,0,22,25
50,0,22,25
51,0,22,25
52,0,22,25
53,0,22,25
54,0,21,26
55,0,20,27
56,0,21,26
57,0,20,27
58,0,19,28
59,0,19,28
60,0,19,28
61,0,19,29
62,0,19,29
63,0,19,29
64,0,19,29
65,0,19,29
66,0,19,29
67,0,18,30
68,0,18,30
69,0,18,30
70,0,18,30
71,0,18,30
72,0,18,30
73,0,18,30
74,0,18,30
75,0,18,30
76,0,20,28
77,0,20,28
78,0,20,28
79,0,20,28
80,0,20,28
81,0,20,28
82,0,19,29
83,0,17,31
84,0,18,30
85,0,17,31
86,0,17,31
87,0,19,29
88,0,19,29
89,0,19,29
90,0,19,29
91,0,19,29
92,0,21,27
93,0,21,27
94,0,21,27
95,0,21,27
96,0,21,27
97,0,21,27
98,0,21,27
99,0,21,27
100,0,21,27
