Iteration,Passengers' mean utility,Vehicles' mean utility,% Interested passengers,% Matched passengers,% Matched Vehicles,Interested passengers,Matched passengers,Matched Vehicles,Total Vehicles
1,2.3078380519461064,[D@7975d1d8,68.0%,68.0%,27.64227642276423%,34,34,34,123
2,2.679850477020383,[D@2438dcd,68.0%,68.0%,23.776223776223777%,34,34,34,143
3,2.9428652624589127,[D@24105dc5,72.0%,72.0%,27.06766917293233%,36,36,36,133
4,3.0470511524182307,[D@5167f57d,74.0%,74.0%,27.40740740740741%,37,37,37,135
5,3.210114487929362,[D@64b0598,74.0%,74.0%,27.40740740740741%,37,37,37,135
6,3.284968639538567,[D@18f8cd79,76.0%,76.0%,27.941176470588236%,38,38,38,136
7,3.4123360864063677,[D@3e2055d6,78.0%,78.0%,28.467153284671532%,39,39,39,137
8,3.428961473254524,[D@50029372,78.0%,78.0%,28.26086956521739%,39,39,39,138
9,3.44259423799487,[D@e3b3b2f,78.0%,78.0%,28.26086956521739%,39,39,39,138
10,3.503397916254605,[D@50f6ac94,78.0%,78.0%,28.26086956521739%,39,39,39,138
11,3.5100169765574805,[D@6cc4cdb9,78.0%,78.0%,28.26086956521739%,39,39,39,138
12,3.53258617650705,[D@28194a50,78.0%,78.0%,28.26086956521739%,39,39,39,138
13,3.5341986555298956,[D@7f2cfe3f,78.0%,78.0%,28.26086956521739%,39,39,39,138
14,3.5506102013687406,[D@1a5b6f42,78.0%,78.0%,28.26086956521739%,39,39,39,138
15,3.5859243392264517,[D@5038d0b5,78.0%,78.0%,28.26086956521739%,39,39,39,138
16,3.5916351564074347,[D@32115b28,78.0%,78.0%,28.26086956521739%,39,39,39,138
17,3.59835881253079,[D@2ad48653,78.0%,78.0%,28.26086956521739%,39,39,39,138
18,3.6181565106286366,[D@6bb4dd34,78.0%,78.0%,26.71232876712329%,39,39,39,146
19,3.620964484562917,[D@7d9f158f,78.0%,78.0%,26.71232876712329%,39,39,39,146
20,3.625303548149316,[D@45efd90f,78.0%,78.0%,26.71232876712329%,39,39,39,146
21,3.6332324466215886,[D@4b8729ff,78.0%,78.0%,26.71232876712329%,39,39,39,146
22,3.6332324466215886,[D@61710c6,78.0%,78.0%,26.71232876712329%,39,39,39,146
23,3.6504815888675983,[D@3214ee6,78.0%,78.0%,26.71232876712329%,39,39,39,146
24,3.6553756177511234,[D@383dc82c,78.0%,78.0%,26.71232876712329%,39,39,39,146
25,3.6645794840787347,[D@4a07d605,78.0%,78.0%,26.71232876712329%,39,39,39,146
26,3.6713829333146673,[D@74287ea3,78.0%,78.0%,26.71232876712329%,39,39,39,146
