Iteration,Passenger_ID,X,Y,Utility,Neighbours,Interest
60,1,964,806,0.0,0,0,1
60,2,1163,1330,0.0,0,0,1
60,3,1180,1219,0.0,0,0,1
60,4,806,1082,0.0,0,0,1
60,5,1257,1191,0.0,0,0,1
60,6,1185,641,0.0,1,0,1
60,7,736,917,0.0,0,0,1
60,8,1119,1006,0.0,0,0,1
60,9,1224,1125,0.0,0,0,1
60,10,974,730,0.0,0,0,1
60,11,838,890,0.0,0,0,1
60,12,1297,1068,0.0,0,0,1
60,13,544,886,0.0,0,0,1
60,14,1462,867,0.0,0,0,1
60,15,799,679,0.0,0,0,1
60,16,399,1532,0.0,0,0,1
60,17,721,887,0.0,0,0,1
60,18,1090,983,0.0,0,0,1
60,19,1497,1131,0.0,0,0,1
60,20,1127,1052,0.0,0,0,1
60,21,1071,689,0.0,0,0,2
60,22,948,871,0.0,0,0,2
60,23,1619,994,0.0,0,0,2
60,24,1185,647,0.0,0,0,2
60,25,789,1170,0.0,0,0,2
60,26,657,635,0.0,0,0,2
60,27,1267,735,0.0,0,0,2
60,28,832,868,0.0,0,0,2
60,29,853,1017,0.0,0,0,2
60,30,960,1073,0.0,0,0,2
60,31,805,902,0.0,0,0,2
60,32,673,831,0.0,0,0,2
60,33,1441,970,0.0,0,0,2
60,34,971,683,0.0,0,0,2
60,35,1153,613,0.0,0,0,2
60,36,991,1294,0.0,0,0,2
60,37,697,1009,0.0,0,0,2
60,38,1367,810,0.0,0,0,2
60,39,973,636,0.0,0,0,2
60,40,707,777,0.0,0,0,2
60,41,824,1183,0.0,0,0,2
60,42,1103,310,0.0,0,0,2
60,43,759,1247,0.0,0,0,2
60,44,813,1299,0.0,0,0,2
60,45,989,1250,0.0,0,0,2
60,46,1598,906,0.0,0,0,2
60,47,1321,1019,0.0,0,0,2
60,48,885,1138,0.0,0,0,2
60,49,670,1242,0.0,0,0,2
60,50,973,1362,0.0,0,0,2
60,51,1521,630,0.0,0,0,2
60,52,688,837,0.0,0,0,2
60,53,1004,874,0.0,0,0,2
60,54,1139,864,0.0,0,0,2
60,55,1159,984,0.0,0,0,2
60,56,605,1140,0.0,0,0,2
60,57,888,1070,0.0,0,0,2
60,58,1039,1491,0.0,0,0,2
60,59,655,1127,0.0,0,0,2
60,60,743,958,0.0,0,0,2
60,61,1211,1296,0.0,0,0,2
60,62,832,1319,0.0,0,0,2
60,63,1463,1050,0.0,0,0,2
60,64,843,1326,0.0,0,0,2
60,65,1506,1113,0.0,0,0,2
60,66,1406,1263,0.0,0,0,2
60,67,683,657,0.0,0,0,2
60,68,524,912,0.0,0,0,2
60,69,1073,773,0.0,0,0,2
60,70,1233,1049,0.0,0,0,2
60,71,924,1106,0.0,0,0,2
60,72,806,918,0.0,0,0,2
60,73,803,1084,0.0,0,0,2
60,74,1069,1348,0.0,0,0,2
60,75,645,655,0.0,0,0,2
60,76,1005,1271,0.0,0,0,2
60,77,1421,830,0.0,0,0,2
60,78,1158,740,0.0,0,0,2
60,79,1142,1009,0.0,0,0,2
60,80,1516,807,0.0,0,0,2
60,81,1227,904,0.0,0,0,2
60,82,1108,982,0.0,0,0,2
60,83,1092,723,0.0,0,0,2
60,84,731,554,0.0,0,0,2
60,85,882,1251,0.0,0,0,2
60,86,1086,1086,0.0,0,0,2
60,87,893,788,0.0,0,0,2
60,88,945,1370,0.0,0,0,2
60,89,850,931,0.0,0,0,2
60,90,994,1337,0.0,0,0,2
60,91,1225,1163,0.0,0,0,2
60,92,1412,1101,0.0,0,0,2
60,93,920,1140,0.0,0,0,2
60,94,1308,545,0.0,0,0,2
60,95,677,608,0.0,0,0,2
