Iteration,Cheesecake,Profiterole,Mudcake
1,0,11,5
2,0,10,4
3,0,11,5
4,0,8,6
5,0,10,3
6,0,10,3
7,0,10,0
8,0,10,0
9,0,10,0
10,0,8,0
