Iteration,Cheesecake,Profiterole,Mudcake
1,0,25,16
2,0,24,17
3,0,24,17
4,0,27,17
5,0,27,17
6,0,28,17
7,0,29,17
8,0,31,17
9,0,31,17
10,0,31,15
